Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
-18.50900; 8.69401;     -0.32892;3.39713
-18.25900; 8.64400;     -0.32921;3.39757
-18.00900; 8.59399;     -0.32972;3.39801
-17.75900; 8.54399;     -0.33002;3.39845
-17.50900; 8.49399;     -0.33070;3.39889
-17.25900; 8.44399;     -0.33109;3.39932
-17.00900; 8.39401;     -0.33153;3.39976
-16.75900; 8.34402;     -0.33178;3.40019
-16.50900; 8.29405;     -0.33219;3.40062
-16.25900; 8.24410;     -0.33270;3.40105
-16.00900; 8.19415;     -0.33312;3.40148
-15.75900; 8.14420;     -0.33348;3.40190
-15.50900; 8.09426;     -0.33385;3.40232
-15.25900; 8.04432;     -0.33444;3.40274
-15.00900; 7.99438;     -0.33485;3.40316
-14.75900; 7.94443;     -0.33520;3.40358
-14.50900; 7.89448;     -0.33559;3.40400
-14.25900; 7.84452;     -0.33599;3.40441
-14.00900; 7.79455;     -0.33640;3.40482
-13.75900; 7.74457;     -0.33668;3.40523
-13.50900; 7.69458;     -0.33709;3.40564
-13.25900; 7.64460;     -0.33724;3.40605
-13.00900; 7.59461;     -0.33745;3.40645
-12.75900; 7.54462;     -0.33769;3.40686
-12.50900; 7.49463;     -0.33784;3.40726
-12.25900; 7.44466;     -0.33816;3.40766
-12.00900; 7.39470;     -0.33807;3.40806
-11.75900; 7.34476;     -0.33791;3.40845
-11.50900; 7.29483;     -0.33770;3.40885
-11.25900; 7.24491;     -0.33747;3.40924
-11.00900; 7.19501;     -0.33682;3.40963
-10.75900; 7.14511;     -0.33629;3.41002
-10.50900; 7.09522;     -0.33584;3.41040
-10.25900; 7.04533;     -0.33518;3.41079
-10.00900; 6.99543;     -0.33444;3.41117
 -9.75900; 6.94552;     -0.33362;3.41155
 -9.50900; 6.89560;     -0.33293;3.41193
 -9.25900; 6.84567;     -0.33237;3.41231
 -9.00900; 6.79574;     -0.33152;3.41269
 -8.75900; 6.74579;     -0.33113;3.41306
 -8.50900; 6.69585;     -0.33028;3.41344
 -8.25900; 6.64590;     -0.32935;3.41381
 -8.00900; 6.59596;     -0.32867;3.41417
 -7.75900; 6.54603;     -0.32828;3.41454
 -7.50900; 6.49611;     -0.32784;3.41491
 -7.25900; 6.44621;     -0.32736;3.41527
 -7.00900; 6.39632;     -0.32686;3.41563
 -6.75900; 6.34645;     -0.32679;3.41599
 -6.50900; 6.29659;     -0.32672;3.41635
 -6.25900; 6.24674;     -0.32680;3.41671
 -6.00900; 6.19690;     -0.32673;3.41706
 -5.75900; 6.14706;     -0.32687;3.41742
 -5.50900; 6.09721;     -0.32703;3.41777
 -5.25900; 6.04735;     -0.32724;3.41812
 -5.00900; 5.99747;     -0.32739;3.41846
 -4.75900; 5.94758;     -0.32763;3.41881
 -4.50900; 5.89767;     -0.32801;3.41915
 -4.25900; 5.84775;     -0.32823;3.41950
 -4.00900; 5.79781;     -0.32856;3.41984
 -3.75900; 5.74784;     -0.32866;3.42017
 -3.50900; 5.69787;     -0.32892;3.42051
 -3.25900; 5.64789;     -0.32894;3.42085
 -3.00900; 5.59789;     -0.32879;3.42118
 -2.75900; 5.54789;     -0.32865;3.42151
 -2.50900; 5.49788;     -0.32833;3.42184
 -2.25900; 5.44788;     -0.32811;3.42217
 -2.00900; 5.39787;     -0.32745;3.42249
 -1.75900; 5.34786;     -0.32667;3.42282
 -1.50900; 5.29786;     -0.32603;3.42314
 -1.25900; 5.24785;     -0.32544;3.42346
 -1.00900; 5.19783;     -0.32452;3.42378
 -0.75900; 5.14781;     -0.32396;3.42410
 -0.50900; 5.09779;     -0.32316;3.42441
 -0.25900; 5.04776;     -0.32241;3.42473
 -0.00900; 4.99773;     -0.32168;3.42504
  0.24100; 4.94768;     -0.32085;3.42535
  0.49100; 4.89764;     -0.32004;3.42566
  0.74100; 4.84761;     -0.31918;3.42596
  0.99100; 4.79759;     -0.31855;3.42627
  1.24100; 4.74759;     -0.31796;3.42657
  1.49100; 4.69761;     -0.31731;3.42687
  1.74100; 4.64766;     -0.31670;3.42717
  1.99100; 4.59773;     -0.31585;3.42747
  2.24100; 4.54783;     -0.31526;3.42777
  2.49100; 4.49796;     -0.31462;3.42806
  2.74100; 4.44810;     -0.31401;3.42835
  2.99100; 4.39826;     -0.31309;3.42864
  3.24100; 4.34842;     -0.31259;3.42893
  3.49100; 4.29859;     -0.31207;3.42922
  3.74100; 4.24877;     -0.31171;3.42951
  3.99100; 4.19894;     -0.31135;3.42979
  4.24100; 4.14912;     -0.31047;3.43007
  4.49100; 4.09929;     -0.31013;3.43035
  4.74100; 4.04944;     -0.30966;3.43063
  4.99100; 3.99959;     -0.30923;3.43091
  5.24100; 3.94973;     -0.30883;3.43118
  5.49100; 3.89985;     -0.30843;3.43145
  5.74100; 3.84997;     -0.30815;3.43172
  5.99100; 3.80006;     -0.30789;3.43199
  6.24100; 3.75014;     -0.30740;3.43226
  6.49100; 3.70021;     -0.30705;3.43253
  6.74100; 3.65028;     -0.30656;3.43279
  6.99100; 3.60033;     -0.30628;3.43305
  7.24100; 3.55038;     -0.30563;3.43331
  7.49100; 3.50042;     -0.30522;3.43357
  7.74100; 3.45045;     -0.30481;3.43383
  7.99100; 3.40047;     -0.30414;3.43409
  8.24100; 3.35049;     -0.30359;3.43434
  8.49100; 3.30050;     -0.30295;3.43459
  8.74100; 3.25050;     -0.30250;3.43484
  8.99100; 3.20050;     -0.30178;3.43509
  9.24100; 3.15049;     -0.30129;3.43534
  9.49100; 3.10050;     -0.30069;3.43558
  9.74100; 3.05050;     -0.30020;3.43582
  9.99100; 3.00052;     -0.29935;3.43606
 10.24100; 2.95055;     -0.29885;3.43630
 10.49100; 2.90060;     -0.29804;3.43654
 10.74100; 2.85066;     -0.29757;3.43678
 10.99100; 2.80075;     -0.29670;3.43701
 11.24100; 2.75085;     -0.29604;3.43724
 11.49100; 2.70097;     -0.29541;3.43748
 11.74100; 2.65111;     -0.29461;3.43770
 11.99100; 2.60127;     -0.29405;3.43793
 12.24100; 2.55146;     -0.29355;3.43816
 12.49100; 2.50167;     -0.29313;3.43838
 12.74100; 2.45192;     -0.29253;3.43860
 12.99100; 2.40221;     -0.29235;3.43882
 13.24100; 2.35256;     -0.29198;3.43904
 13.49100; 2.30297;     -0.29181;3.43926
 13.74100; 2.25345;     -0.29164;3.43947
 13.99100; 2.20401;     -0.29166;3.43969
 14.24100; 2.15467;     -0.29152;3.43990
 14.49100; 2.10542;     -0.29156;3.44011
 14.74100; 2.05630;     -0.29174;3.44032
 14.99100; 2.00729;     -0.29185;3.44052
 15.24100; 1.95840;     -0.29205;3.44073
 15.49100; 1.90965;     -0.29224;3.44093
 15.74100; 1.86106;     -0.29270;3.44113
 15.99100; 1.81262;     -0.29315;3.44133
 16.24100; 1.76436;     -0.29337;3.44153
 16.49100; 1.71629;     -0.29388;3.44172
 16.74100; 1.66841;     -0.29413;3.44192
 16.99100; 1.62074;     -0.29447;3.44211
 17.24100; 1.57328;     -0.29480;3.44230
 17.49100; 1.52606;     -0.29481;3.44249
 17.74100; 1.47908;     -0.29469;3.44268
 17.99100; 1.43234;     -0.29461;3.44286
 18.24100; 1.38586;     -0.29409;3.44305
 18.49100; 1.33966;     -0.29351;3.44323
 18.74100; 1.29373;     -0.29247;3.44341
 18.99100; 1.24810;     -0.29141;3.44359
 19.24100; 1.20276;     -0.28951;3.44377
 19.49100; 1.15772;     -0.28732;3.44394
 19.74100; 1.11299;     -0.28480;3.44411
 19.99100; 1.06857;     -0.28119;3.44429
 20.24100; 1.02444;     -0.27732;3.44446
 20.49100; 0.98060;     -0.27229;3.44462
 20.74100; 0.93703;     -0.26654;3.44479
 20.99100; 0.89371;     -0.25964;3.44496
 21.24100; 0.85062;     -0.25190;3.44512
 21.49100; 0.80770;     -0.24269;3.44528
 21.74100; 0.76492;     -0.23241;3.44544
 21.99100; 0.72221;     -0.22044;3.44560
 22.24100; 0.67947;     -0.20696;3.44575
 22.49100; 0.63658;     -0.19159;3.44591
 22.74100; 0.59338;     -0.17424;3.44606
 22.99100; 0.54960;     -0.15449;3.44621
 23.24100; 0.50488;     -0.13220;3.44636
 23.49100; 0.45868;     -0.10726;3.44651
 23.74100; 0.41018;-7.912385e-02;3.44666
 23.99100; 0.35868;-4.806132e-02;3.44680
 24.24100; 0.30323;-1.493706e-02;3.44694
 24.49100; 0.23962; 1.918129e-02;3.44708
 24.74100; 0.16772; 4.683942e-02;3.44722
 24.99100; 0.08061; 6.215723e-02;3.44736
