Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
  2.48300;19.25606;      0.53386;3.42805
  2.98300;19.30581;      0.53794;3.42863
  3.48300;19.35557;      0.54247;3.42921
  3.98300;19.40532;      0.54714;3.42978
  4.48300;19.45507;      0.55227;3.43034
  4.98300;19.50481;      0.55723;3.43090
  5.48300;19.55455;      0.56249;3.43144
  5.98300;19.60428;      0.56711;3.43198
  6.48300;19.65400;      0.57109;3.43252
  6.98300;19.70372;      0.57497;3.43304
  7.48300;19.75343;      0.57776;3.43356
  7.98300;19.80316;      0.57969;3.43408
  8.48300;19.85289;      0.58071;3.43458
  8.98300;19.90263;      0.58080;3.43508
  9.48300;19.95238;      0.58018;3.43557
  9.98300;20.00212;      0.57850;3.43606
 10.48300;20.05185;      0.57589;3.43653
 10.98300;20.10158;      0.57264;3.43700
 11.48300;20.15130;      0.56896;3.43747
 11.98300;20.20101;      0.56474;3.43792
 12.48300;20.25071;      0.56103;3.43837
 12.98300;20.30041;      0.55621;3.43882
 13.48300;20.35012;      0.55196;3.43925
 13.98300;20.39985;      0.54775;3.43968
 14.48300;20.44959;      0.54372;3.44010
 14.98300;20.49932;      0.53982;3.44052
 15.48300;20.54906;      0.53589;3.44092
 15.98300;20.59879;      0.53179;3.44132
 16.48300;20.64852;      0.52804;3.44172
 16.98300;20.69827;      0.52423;3.44211
 17.48300;20.74803;      0.52046;3.44248
 17.98300;20.79780;      0.51734;3.44286
 18.48300;20.84758;      0.51464;3.44322
 18.98300;20.89738;      0.51130;3.44358
 19.48300;20.94722;      0.50951;3.44394
 19.98300;20.99710;      0.50740;3.44428
 20.48300;21.04702;      0.50545;3.44462
 20.98300;21.09696;      0.50400;3.44495
 21.48300;21.14692;      0.50299;3.44527
 21.98300;21.19688;      0.50194;3.44559
 22.48300;21.24681;      0.50135;3.44590
 22.98300;21.29672;      0.50118;3.44621
 23.48300;21.34659;      0.50058;3.44651
 23.98300;21.39645;      0.50049;3.44680
 24.48300;21.44627;      0.50051;3.44708
 24.98300;21.49607;      0.50063;3.44736
 25.48300;21.54584;      0.50095;3.44763
 25.98300;21.59559;      0.50137;3.44789
 26.48300;21.64532;      0.50333;3.44815
 26.98300;21.69505;      0.50862;3.44839
 27.48300;21.74478;      0.52276;3.44864
 27.98300;21.79450;      0.54773;3.44887
 28.48300;21.84422;      0.57699;3.44910
 28.98300;21.89393;      0.60384;3.44932
 29.48300;21.94364;      0.62554;3.44954
 29.98300;21.99336;      0.64311;3.44975
 30.48300;22.04310;      0.65870;3.44995
 30.98300;22.09287;      0.67204;3.45015
 31.48300;22.14265;      0.68375;3.45034
 31.98300;22.19245;      0.69363;3.45052
 32.48300;22.24227;      0.70200;3.45069
 32.98300;22.29211;      0.70852;3.45086
 33.48300;22.34198;      0.71377;3.45102
 33.98300;22.39186;      0.71800;3.45118
 34.48300;22.44178;      0.72126;3.45133
 34.98300;22.49170;      0.72427;3.45147
 35.48300;22.54163;      0.72706;3.45160
 35.98300;22.59156;      0.72992;3.45173
 36.48300;22.64149;      0.73272;3.45185
 36.98300;22.69141;      0.73563;3.45197
 37.48300;22.74135;      0.73819;3.45208
 37.98300;22.79129;      0.74097;3.45218
 38.48300;22.84125;      0.74361;3.45227
 38.98300;22.89122;      0.74631;3.45236
 39.48300;22.94121;      0.74909;3.45244
 39.98300;22.99122;      0.75194;3.45252
 40.48300;23.04124;      0.75326;3.45259
 40.98300;23.09127;      0.75226;3.45265
 41.48300;23.14132;      0.73530;3.45271
 41.98300;23.19138;      0.72641;3.45276
 42.48300;23.24146;      0.72428;3.45280
 42.98300;23.29155;      0.71974;3.45283
 43.48300;23.34165;      0.71827;3.45286
 43.98300;23.39176;      0.71409;3.45289
 44.48300;23.44188;      0.70764;3.45290
 44.98300;23.49200;      0.70341;3.45291
 45.48300;23.54213;      0.71025;3.45292
 45.98300;23.59227;      0.72453;3.45291
 46.48300;23.64242;      0.73818;3.45290
 46.98300;23.69257;      0.74793;3.45289
 47.48300;23.74272;      0.75162;3.45287
 47.98300;23.79285;      0.75297;3.45284
 48.48300;23.84295;      0.75220;3.45280
 48.98300;23.89302;      0.74952;3.45276
 49.48300;23.94307;      0.74621;3.45271
 49.98300;23.99310;      0.74398;3.45266
 50.48300;24.04312;      0.74446;3.45260
 50.98300;24.09314;      0.74521;3.45253
 51.48300;24.14316;      0.74590;3.45246
 51.98300;24.19318;      0.74728;3.45237
 52.48300;24.24321;      0.74928;3.45229
 52.98300;24.29325;      0.75281;3.45220
 53.48300;24.34332;      0.75716;3.45210
 53.98300;24.39340;      0.76257;3.45199
 54.48300;24.44349;      0.76764;3.45188
 54.98300;24.49359;      0.77018;3.45176
 55.48300;24.54368;      0.77461;3.45164
 55.98300;24.59376;      0.77598;3.45151
 56.48300;24.64382;      0.77349;3.45137
 56.98300;24.69388;      0.76771;3.45123
 57.48300;24.74393;      0.76301;3.45108
 57.98300;24.79399;      0.75711;3.45092
 58.48300;24.84404;      0.75291;3.45076
 58.98300;24.89409;      0.74846;3.45059
 59.48300;24.94415;      0.74371;3.45041
 59.98300;24.99421;      0.73921;3.45023
 60.48300;25.04427;      0.73444;3.45005
 60.98300;25.09431;      0.73062;3.44985
 61.48300;25.14432;      0.73021;3.44965
 61.98300;25.19430;      0.73184;3.44945
 62.48300;25.24426;      0.73545;3.44924
 62.98300;25.29417;      0.74122;3.44902
 63.48300;25.34407;      0.74909;3.44880
 63.98300;25.39395;      0.75721;3.44857
 64.48300;25.44383;      0.75902;3.44833
 64.98300;25.49371;      0.76689;3.44809
 65.48300;25.54359;      0.78313;3.44784
 65.98300;25.59348;      0.79331;3.44758
 66.48300;25.64339;      1.03463;3.44732
 66.98300;25.69333;      1.17680;3.44706
 67.48300;25.74330;      1.23126;3.44678
 67.98300;25.79327;      1.22633;3.44651
 68.48300;25.84323;      1.20497;3.44622
 68.98300;25.89318;      1.18107;3.44593
 69.48300;25.94310;      1.14976;3.44563
 69.98300;25.99300;      1.11476;3.44533
 70.48300;26.04291;      1.08244;3.44502
 70.98300;26.09283;      1.05141;3.44471
 71.48300;26.14276;      1.02575;3.44439
 71.98300;26.19270;      1.00401;3.44406
 72.48300;26.24263;      0.98547;3.44373
 72.98300;26.29257;      0.96674;3.44339
 73.48300;26.34250;      0.95351;3.44305
 73.98300;26.39244;      0.94296;3.44269
 74.48300;26.44240;      0.92840;3.44234
 74.98300;26.49237;      0.91760;3.44198
 75.48300;26.54235;      0.90734;3.44161
 75.98300;26.59232;      0.89881;3.44123
 76.48300;26.64229;      0.89127;3.44086
 76.98300;26.69226;      0.88533;3.44047
 77.48300;26.74223;      0.87642;3.44008
 77.98300;26.79221;      0.86987;3.43968
 78.48300;26.84217;      0.86525;3.43928
 78.98300;26.89213;      0.85905;3.43887
 79.48300;26.94208;      0.85375;3.43846
 79.98300;26.99201;      0.85196;3.43804
 80.48300;27.04193;      0.85169;3.43761
 80.98300;27.09187;      0.87691;3.43718
 81.48300;27.14181;      0.96508;3.43674
 81.98300;27.19177;      1.02554;3.43630
 82.48300;27.24175;      1.01797;3.43585
 82.98300;27.29174;      0.97093;3.43539
 83.48300;27.34175;      0.93351;3.43493
 83.98300;27.39175;      0.91519;3.43447
 84.48300;27.44174;      0.90221;3.43400
 84.98300;27.49174;      0.89693;3.43352
 85.48300;27.54175;      0.92048;3.43304
 85.98300;27.59178;      1.04273;3.43255
 86.48300;27.64183;      1.12154;3.43205
 86.98300;27.69189;      1.06257;3.43156
 87.48300;27.74195;      1.01590;3.43105
 87.98300;27.79202;      0.98076;3.43054
 88.48300;27.84208;      0.95561;3.43002
 88.98300;27.89213;      0.93756;3.42950
 89.48300;27.94218;      0.92593;3.42897
 89.98300;27.99223;      0.92178;3.42844
 90.48300;28.04227;      0.91242;3.42790
 90.98300;28.09231;      0.91032;3.42736
 91.48300;28.14233;      0.90861;3.42681
 91.98300;28.19234;      0.90738;3.42626
 92.48300;28.24232;      0.89576;3.42570
 92.98300;28.29230;      0.88316;3.42513
 93.48300;28.34227;      0.87916;3.42456
 93.98300;28.39226;      0.88495;3.42398
 94.48300;28.44227;      0.94076;3.42340
 94.98300;28.49231;      1.04941;3.42281
 95.48300;28.54238;      1.15467;3.42222
 95.98300;28.59248;      1.27249;3.42162
 96.48300;28.64260;      1.38867;3.42102
 96.98300;28.69273;      1.50767;3.42041
 97.48300;28.74286;      1.60651;3.41980
 97.98300;28.79299;      1.68431;3.41918
 98.48300;28.84310;      1.72581;3.41855
 98.98300;28.89320;      1.67410;3.41792
 99.48300;28.94327;      1.63492;3.41729
 99.98300;28.99332;      1.60113;3.41665
100.48300;29.04333;      1.57747;3.41600
100.98300;29.09330;      1.61471;3.41535
101.48300;29.14325;      1.65252;3.41470
101.98300;29.19318;      1.69419;3.41404
102.48300;29.24311;      1.79931;3.41337
102.98300;29.29305;      1.92380;3.41270
103.48300;29.34301;      2.05785;3.41202
103.98300;29.39297;      2.11793;3.41134
104.48300;29.44294;      2.11693;3.41065
104.98300;29.49290;      2.05047;3.40996
105.48300;29.54284;      1.91418;3.40926
105.98300;29.59276;      1.72975;3.40856
106.48300;29.64265;      1.57376;3.40786
106.98300;29.69252;      1.44437;3.40714
107.48300;29.74238;      1.33228;3.40643
107.98300;29.79225;      1.22540;3.40570
108.48300;29.84213;      1.18523;3.40498
108.98300;29.89203;      1.12382;3.40424
109.48300;29.94195;      1.06951;3.40351
109.98300;29.99190;      1.02813;3.40276
110.48300;30.04185;      1.05941;3.40202
110.98300;30.09183;      1.02843;3.40127
111.48300;30.14183;      0.99639;3.40051
111.98300;30.19183;      1.02102;3.39975
112.48300;30.24185;      1.27023;3.39898
112.98300;30.29188;      1.15573;3.39821
113.48300;30.34190;      1.07924;3.39743
113.98300;30.39191;      1.03043;3.39665
114.48300;30.44192;      1.18381;3.39586
114.98300;30.49195;      1.14267;3.39507
115.48300;30.54199;      1.05941;3.39428
115.98300;30.59206;      1.00749;3.39348
116.48300;30.64214;      0.97712;3.39267
116.98300;30.69223;      0.98081;3.39186
117.48300;30.74232;      0.97036;3.39104
117.98300;30.79240;      0.97729;3.39022
118.48300;30.84247;      1.22787;3.38940
118.98300;30.89255;      1.15445;3.38857
119.48300;30.94264;      1.14304;3.38774
119.98300;30.99274;      1.28045;3.38690
120.48300;31.04284;      1.29608;3.38605
120.98300;31.09293;      1.30120;3.38521
121.48300;31.14301;      1.37317;3.38435
121.98300;31.19307;      1.39069;3.38350
122.48300;31.24311;      1.29762;3.38264
122.98300;31.29314;      1.20478;3.38177
123.48300;31.34315;      1.42042;3.38090
123.98300;31.39317;      1.38263;3.38002
124.48300;31.44317;      1.26739;3.37914
124.98300;31.49317;      1.25008;3.37826
125.48300;31.54315;      1.27198;3.37737
125.98300;31.59313;      1.46260;3.37647
126.48300;31.64309;      1.41124;3.37558
126.98300;31.69306;      1.35177;3.37467
127.48300;31.74302;      1.31471;3.37377
127.98300;31.79298;      1.36079;3.37286
128.48300;31.84295;      1.35211;3.37194
128.98300;31.89294;      1.40818;3.37102
129.48300;31.94293;      1.48601;3.37009
129.98300;31.99295;      1.45290;3.36916
130.48300;32.04296;      1.40154;3.36823
130.98300;32.09298;      1.51087;3.36729
131.48300;32.14299;      1.49970;3.36635
