wavelength,value
2775.44759,0.01156
2774.48322,0.01141
2773.51885,0.01125
2772.55449,0.01109
2771.59012,0.01103
2770.62575,0.01104
2769.66139,0.01099
2768.69702,0.01084
2767.73265,0.01067
2766.76829,0.01055
2765.80392,0.01050
2764.83955,0.01047
2763.87519,0.01045
2762.91082,0.01044
2761.94645,0.01039
2760.98209,0.01027
2760.01772,0.01014
2759.05335,0.01005
2758.08899,0.00998
2757.12462,0.00990
2756.16025,0.00976
2755.19588,0.00963
2754.23152,0.00959
2753.26715,0.00958
2752.30278,0.00955
2751.33842,0.00954
2750.37405,0.00950
2749.40968,0.00944
2748.44532,0.00941
2747.48095,0.00944
2746.51658,0.00951
2745.55222,0.00953
2744.58785,0.00947
2743.62348,0.00941
2742.65912,0.00939
2741.69475,0.00939
2740.73038,0.00937
2739.76602,0.00932
2738.80165,0.00926
2737.83728,0.00924
2736.87292,0.00928
2735.90855,0.00933
2734.94418,0.00937
2733.97982,0.00944
2733.01545,0.00949
2732.05108,0.00946
2731.08672,0.00941
2730.12235,0.00936
2729.15798,0.00927
2728.19362,0.00924
2727.22925,0.00929
2726.26488,0.00926
2725.30051,0.00910
2724.33615,0.00892
2723.37178,0.00883
2722.40741,0.00883
2721.44305,0.00883
2720.47868,0.00879
2719.51431,0.00863
2718.54995,0.00848
2717.58558,0.00847
2716.62121,0.00854
2715.65685,0.00852
2714.69248,0.00844
2713.72811,0.00838
2712.76375,0.00830
2711.79938,0.00817
2710.83501,0.00806
2709.87065,0.00798
2708.90628,0.00790
2707.94191,0.00786
2706.97755,0.00793
2706.01318,0.00802
2705.04881,0.00801
2704.08445,0.00791
2703.12008,0.00778
2702.15571,0.00773
2701.19135,0.00782
2700.22698,0.00789
2699.26261,0.00782
2698.29825,0.00778
2697.33388,0.00784
2696.36951,0.00795
2695.40514,0.00803
2694.44078,0.00807
2693.47641,0.00813
2692.51204,0.00821
2691.54768,0.00823
2690.58331,0.00816
2689.61894,0.00811
2688.65458,0.00813
2687.69021,0.00815
2686.72584,0.00813
2685.76148,0.00816
2684.79711,0.00827
2683.83274,0.00838
2682.86838,0.00845
2681.90401,0.00845
2680.93964,0.00837
2679.97528,0.00825
2679.01091,0.00814
2678.04654,0.00812
2677.08218,0.00821
2676.11781,0.00830
2675.15344,0.00829
2674.18908,0.00828
2673.22471,0.00829
2672.26034,0.00824
2671.29598,0.00822
2670.33161,0.00831
2669.36724,0.00833
2668.40287,0.00815
2667.43851,0.00792
2666.47414,0.00788
2665.50977,0.00795
2664.54541,0.00795
2663.58104,0.00786
2662.61667,0.00783
2661.65231,0.00784
2660.68794,0.00781
2659.72357,0.00775
2658.75921,0.00770
2657.79484,0.00767
2656.83047,0.00759
2655.86611,0.00747
2654.90174,0.00737
2653.93737,0.00733
2652.97301,0.00734
2652.00864,0.00730
2651.04427,0.00725
2650.07991,0.00724
2649.11554,0.00720
2648.15117,0.00708
2647.18681,0.00701
2646.22244,0.00702
2645.25807,0.00701
2644.29371,0.00695
2643.32934,0.00688
2642.36497,0.00686
2641.40061,0.00689
2640.43624,0.00701
2639.47187,0.00718
2638.50750,0.00725
2637.54314,0.00717
2636.57877,0.00699
2635.61440,0.00679
2634.65004,0.00669
2633.68567,0.00675
2632.72130,0.00685
2631.75694,0.00691
2630.79257,0.00694
2629.82820,0.00694
2628.86384,0.00686
2627.89947,0.00670
2626.93510,0.00658
2625.97074,0.00652
2625.00637,0.00653
2624.04200,0.00658
2623.07764,0.00662
2622.11327,0.00664
2621.14890,0.00661
2620.18454,0.00648
2619.22017,0.00628
2618.25580,0.00617
2617.29144,0.00618
2616.32707,0.00621
2615.36270,0.00621
2614.39834,0.00616
2613.43397,0.00611
2612.46960,0.00619
2611.50524,0.00633
2610.54087,0.00636
2609.57650,0.00631
2608.61213,0.00624
2607.64777,0.00619
2606.68340,0.00612
2605.71903,0.00597
2604.75467,0.00584
2603.79030,0.00593
2602.82593,0.00609
2601.86157,0.00610
2600.89720,0.00609
2599.93283,0.00612
2598.96847,0.00614
2598.00410,0.00612
2597.03973,0.00604
2596.07537,0.00587
2595.11100,0.00574
2594.14663,0.00573
2593.18227,0.00578
2592.21790,0.00582
2591.25353,0.00580
2590.28917,0.00575
2589.32480,0.00578
2588.36043,0.00585
2587.39607,0.00583
2586.43170,0.00567
2585.46733,0.00560
2584.50297,0.00569
2583.53860,0.00571
2582.57423,0.00560
2581.60986,0.00551
2580.64550,0.00548
2579.68113,0.00546
2578.71676,0.00541
2577.75240,0.00540
2576.78803,0.00547
2575.82366,0.00548
2574.85930,0.00543
2573.89493,0.00537
2572.93056,0.00531
2571.96620,0.00531
2571.00183,0.00537
2570.03746,0.00544
2569.07310,0.00547
2568.10873,0.00551
2567.14436,0.00571
2566.18000,0.00601
2565.21563,0.00614
2564.25126,0.00601
2563.28690,0.00577
2562.32253,0.00562
2561.35816,0.00569
2560.39380,0.00581
2559.42943,0.00582
2558.46506,0.00576
2557.50070,0.00572
2556.53633,0.00564
2555.57196,0.00555
2554.60760,0.00553
2553.64323,0.00550
2552.67886,0.00535
2551.71449,0.00523
2550.75013,0.00532
2549.78576,0.00547
2548.82139,0.00547
2547.85703,0.00536
2546.89266,0.00529
2545.92829,0.00531
2544.96393,0.00535
2543.99956,0.00538
2543.03519,0.00549
2542.07083,0.00561
2541.10646,0.00555
2540.14209,0.00531
2539.17773,0.00515
2538.21336,0.00512
2537.24899,0.00510
2536.28463,0.00517
2535.32026,0.00530
2534.35589,0.00532
2533.39153,0.00532
2532.42716,0.00545
2531.46279,0.00564
2530.49843,0.00568
2529.53406,0.00559
2528.56969,0.00555
2527.60533,0.00556
2526.64096,0.00554
2525.67659,0.00540
2524.71223,0.00523
2523.74786,0.00525
2522.78349,0.00546
2521.81912,0.00564
2520.85476,0.00570
2519.89039,0.00566
2518.92602,0.00559
2517.96166,0.00556
2516.99729,0.00549
2516.03292,0.00537
2515.06856,0.00533
2514.10419,0.00541
2513.13982,0.00548
2512.17546,0.00548
2511.21109,0.00547
2510.24672,0.00545
2509.28236,0.00543
2508.31799,0.00543
2507.35362,0.00536
2506.38926,0.00530
2505.42489,0.00536
2504.46052,0.00543
2503.49616,0.00539
2502.53179,0.00537
2501.56742,0.00549
2500.60306,0.00556
2499.63869,0.00546
2498.67432,0.00537
2497.70996,0.00536
2496.74559,0.00538
2495.78122,0.00544
2494.81685,0.00554
2493.85249,0.00565
2492.88812,0.00564
2491.92375,0.00548
2490.95939,0.00533
2489.99502,0.00530
2489.03065,0.00544
2488.06629,0.00561
2487.10192,0.00569
2486.13755,0.00575
2485.17319,0.00577
2484.20882,0.00577
2483.24445,0.00574
2482.28009,0.00570
2481.31572,0.00564
2480.35135,0.00559
2479.38699,0.00556
2478.42262,0.00548
2477.45825,0.00536
2476.49389,0.00536
2475.52952,0.00547
2474.56515,0.00556
2473.60079,0.00558
2472.63642,0.00552
2471.67205,0.00548
2470.70769,0.00550
2469.74332,0.00559
2468.77895,0.00564
2467.81459,0.00561
2466.85022,0.00562
2465.88585,0.00571
2464.92148,0.00580
2463.95712,0.00578
2462.99275,0.00567
2462.02838,0.00565
2461.06402,0.00574
2460.09965,0.00579
2459.13528,0.00583
2458.17092,0.00597
2457.20655,0.00609
2456.24218,0.00611
2455.27782,0.00607
2454.31345,0.00604
2453.34908,0.00603
2452.38472,0.00601
2451.42035,0.00594
2450.45598,0.00585
2449.49162,0.00584
2448.52725,0.00599
2447.56288,0.00620
2446.59852,0.00636
2445.63415,0.00640
2444.66978,0.00633
2443.70542,0.00626
2442.74105,0.00623
2441.77668,0.00621
2440.81232,0.00620
2439.84795,0.00622
2438.88358,0.00630
2437.91921,0.00637
2436.95485,0.00628
2435.99048,0.00614
2435.02611,0.00617
2434.06175,0.00627
2433.09738,0.00617
2432.13301,0.00600
2431.16865,0.00601
2430.20428,0.00618
2429.23991,0.00633
2428.27555,0.00635
2427.31118,0.00639
2426.34681,0.00650
2425.38245,0.00653
2424.41808,0.00645
2423.45371,0.00637
2422.48935,0.00639
2421.52498,0.00650
2420.56061,0.00661
2419.59625,0.00667
2418.63188,0.00665
2417.66751,0.00657
2416.70315,0.00647
2415.73878,0.00648
2414.77441,0.00664
2413.81005,0.00681
2412.84568,0.00682
2411.88131,0.00669
2410.91695,0.00661
2409.95258,0.00668
2408.98821,0.00682
2408.02384,0.00691
2407.05948,0.00692
2406.09511,0.00689
2405.13074,0.00686
2404.16638,0.00690
2403.20201,0.00700
2402.23764,0.00709
2401.27328,0.00715
2400.30891,0.00714
2399.34454,0.00704
2398.38018,0.00693
2397.41581,0.00689
2396.45144,0.00692
2395.48708,0.00699
2394.52271,0.00702
2393.55834,0.00702
2392.59398,0.00701
2391.62961,0.00708
2390.66524,0.00721
2389.70088,0.00733
2388.73651,0.00740
2387.77214,0.00746
2386.80778,0.00756
2385.84341,0.00768
2384.87904,0.00778
2383.91468,0.00779
2382.95031,0.00771
2381.98594,0.00757
2381.02158,0.00750
2380.05721,0.00746
2379.09284,0.00745
2378.12847,0.00755
2377.16411,0.00769
2376.19974,0.00772
2375.23537,0.00767
2374.27101,0.00775
2373.30664,0.00764
2372.34227,0.00733
2371.37791,0.00715
2370.41354,0.00698
2369.44917,0.00674
2368.48481,0.00663
2367.52044,0.00671
2366.55607,0.00705
2365.59171,0.00721
2364.62734,0.00697
2363.66297,0.00652
2362.69861,0.00620
2361.73424,0.00647
2360.76987,0.00692
2359.80551,0.00695
2358.84114,0.00696
2357.87677,0.00731
2356.91241,0.00773
2355.94804,0.00783
2354.98367,0.00775
2354.01931,0.00777
2353.05494,0.00755
2352.09057,0.00733
2351.12620,0.00800
2350.16184,0.00945
2349.19747,0.01060
2348.23310,0.01008
2347.26874,0.00851
2346.30437,0.00741
2345.34000,0.00728
2344.37564,0.00778
2343.41127,0.00827
2342.44690,0.00820
2341.48254,0.00817
2340.51817,0.00838
2339.55380,0.00834
2338.58944,0.00837
2337.62507,0.00852
2336.66070,0.00861
2335.69634,0.00840
2334.73197,0.00845
2333.76760,0.00863
2332.80324,0.00856
2331.83887,0.00844
2330.87450,0.00846
2329.91014,0.00891
2328.94577,0.00899
2327.98140,0.00911
2327.01704,0.00939
2326.05267,0.00981
2325.08830,0.00951
2324.12394,0.00920
2323.15957,0.00883
2322.19520,0.00901
2321.23083,0.00871
2320.26647,0.00876
2319.30210,0.00876
2318.33773,0.00915
2317.37337,0.00910
2316.40900,0.00934
2315.44463,0.00939
2314.48027,0.00954
2313.51590,0.00934
2312.55153,0.00934
2311.58717,0.00915
2310.62280,0.00922
2309.65843,0.00952
2308.69407,0.00966
2307.72970,0.00988
2306.76533,0.00964
2305.80097,0.00970
2304.83660,0.00946
2303.87223,0.00964
2302.90787,0.00963
2301.94350,0.00967
2300.97913,0.00964
2300.01477,0.00963
2299.05040,0.00974
2298.08603,0.00971
2297.12167,0.00987
2296.15730,0.00974
2295.19293,0.00980
2294.22857,0.00983
2293.26420,0.00978
2292.29983,0.00970
2291.33546,0.00963
2290.37110,0.00974
2289.40673,0.00974
2288.44236,0.00977
2287.47800,0.00972
2286.51363,0.00969
2285.54926,0.00972
2284.58490,0.00966
2283.62053,0.00961
2282.65616,0.00968
2281.69180,0.00995
2280.72743,0.01013
2279.76306,0.01002
2278.79870,0.00981
2277.83433,0.00969
2276.86996,0.00978
2275.90560,0.00997
2274.94123,0.01005
2273.97686,0.01001
2273.01250,0.01012
2272.04813,0.01030
2271.08376,0.01039
2270.11940,0.01042
2269.15503,0.01048
2268.19066,0.01044
2267.22630,0.01035
2266.26193,0.01033
2265.29756,0.01047
2264.33319,0.01048
2263.36883,0.01021
2262.40446,0.01009
2261.44009,0.01017
2260.47573,0.01039
2259.51136,0.01053
2258.54699,0.01066
2257.58263,0.01060
2256.61826,0.01049
2255.65389,0.01023
2254.68953,0.01014
2253.72516,0.01016
2252.76079,0.01038
2251.79643,0.01051
2250.83206,0.01065
2249.86769,0.01078
2248.90333,0.01095
2247.93896,0.01095
2246.97459,0.01081
2246.01023,0.01078
2245.04586,0.01088
2244.08149,0.01095
2243.11713,0.01100
2242.15276,0.01110
2241.18839,0.01108
2240.22403,0.01083
2239.25966,0.01053
2238.29529,0.01038
2237.33093,0.01031
2236.36656,0.01032
2235.40219,0.01049
2234.43782,0.01077
2233.47346,0.01101
2232.50909,0.01111
2231.54472,0.01112
2230.58036,0.01125
2229.61599,0.01155
2228.65162,0.01181
2227.68726,0.01186
2226.72289,0.01173
2225.75852,0.01160
2224.79416,0.01154
2223.82979,0.01147
2222.86542,0.01126
2221.90106,0.01111
2220.93669,0.01123
2219.97232,0.01138
2219.00796,0.01149
2218.04359,0.01170
2217.07922,0.01173
2216.11486,0.01161
2215.15049,0.01167
2214.18612,0.01176
2213.22176,0.01164
2212.25739,0.01157
2211.29302,0.01161
2210.32866,0.01165
2209.36429,0.01183
2208.39992,0.01204
2207.43556,0.01208
2206.47119,0.01201
2205.50682,0.01198
2204.54245,0.01187
2203.57809,0.01165
2202.61372,0.01153
2201.64935,0.01161
2200.68499,0.01178
2199.72062,0.01182
2198.75625,0.01173
2197.79189,0.01177
2196.82752,0.01191
2195.86315,0.01194
2194.89879,0.01190
2193.93442,0.01195
2192.97005,0.01220
2192.00569,0.01242
2191.04132,0.01244
2190.07695,0.01237
2189.11259,0.01229
2188.14822,0.01241
2187.18385,0.01276
2186.21949,0.01292
2185.25512,0.01280
2184.29075,0.01261
2183.32639,0.01242
2182.36202,0.01250
2181.39765,0.01284
2180.43329,0.01295
2179.46892,0.01282
2178.50455,0.01272
2177.54018,0.01275
2176.57582,0.01275
2175.61145,0.01265
2174.64708,0.01261
2173.68272,0.01282
2172.71835,0.01306
2171.75398,0.01293
2170.78962,0.01269
2169.82525,0.01296
2168.86088,0.01366
2167.89652,0.01408
2166.93215,0.01393
2165.96778,0.01353
2165.00342,0.01304
2164.03905,0.01249
2163.07468,0.01203
2162.11032,0.01191
2161.14595,0.01223
2160.18158,0.01283
2159.21722,0.01323
2158.25285,0.01311
2157.28848,0.01297
2156.32412,0.01319
2155.35975,0.01321
2154.39538,0.01290
2153.43102,0.01279
2152.46665,0.01289
2151.50228,0.01290
2150.53792,0.01296
2149.57355,0.01321
2148.60918,0.01346
2147.64481,0.01363
2146.68045,0.01388
2145.71608,0.01403
2144.75171,0.01392
2143.78735,0.01379
2142.82298,0.01369
2141.85861,0.01350
2140.89425,0.01335
2139.92988,0.01340
2138.96551,0.01357
2138.00115,0.01376
2137.03678,0.01403
2136.07241,0.01420
2135.10805,0.01394
2134.14368,0.01361
2133.17931,0.01361
2132.21495,0.01363
2131.25058,0.01341
2130.28621,0.01327
2129.32185,0.01341
2128.35748,0.01364
2127.39311,0.01380
2126.42875,0.01383
2125.46438,0.01381
2124.50001,0.01381
2123.53565,0.01380
2122.57128,0.01381
2121.60691,0.01397
2120.64254,0.01415
2119.67818,0.01421
2118.71381,0.01425
2117.74944,0.01437
2116.78508,0.01438
2115.82071,0.01419
2114.85634,0.01401
2113.89198,0.01394
2112.92761,0.01397
2111.96324,0.01396
2110.99888,0.01390
2110.03451,0.01392
2109.07014,0.01401
2108.10578,0.01410
2107.14141,0.01413
2106.17704,0.01402
2105.21268,0.01373
2104.24831,0.01351
2103.28394,0.01357
2102.31958,0.01383
2101.35521,0.01399
2100.39084,0.01397
2099.42648,0.01393
2098.46211,0.01396
2097.49774,0.01404
2096.53338,0.01418
2095.56901,0.01428
2094.60464,0.01425
2093.64028,0.01417
2092.67591,0.01415
2091.71154,0.01413
2090.74717,0.01408
2089.78281,0.01400
2088.81844,0.01394
2087.85407,0.01395
2086.88971,0.01402
2085.92534,0.01405
2084.96097,0.01393
2083.99661,0.01376
2083.03224,0.01371
2082.06787,0.01382
2081.10351,0.01396
2080.13914,0.01405
2079.17477,0.01406
2078.21041,0.01397
2077.24604,0.01380
2076.28167,0.01357
2075.31731,0.01340
2074.35294,0.01337
2073.38857,0.01340
2072.42421,0.01334
2071.45984,0.01321
2070.49547,0.01319
2069.53111,0.01324
2068.56674,0.01329
2067.60237,0.01338
2066.63801,0.01348
2065.67364,0.01350
2064.70927,0.01344
2063.74491,0.01334
2062.78054,0.01325
2061.81617,0.01329
2060.85180,0.01340
2059.88744,0.01346
2058.92307,0.01353
2057.95870,0.01353
2056.99434,0.01347
2056.02997,0.01351
2055.06560,0.01357
2054.10124,0.01339
2053.13687,0.01310
2052.17250,0.01297
2051.20814,0.01294
2050.24377,0.01284
2049.27940,0.01282
2048.31504,0.01293
2047.35067,0.01293
2046.38630,0.01262
2045.42194,0.01230
2044.45757,0.01227
2043.49320,0.01236
2042.52884,0.01225
2041.56447,0.01212
2040.60010,0.01228
2039.63574,0.01245
2038.67137,0.01231
2037.70700,0.01216
2036.74264,0.01224
2035.77827,0.01225
2034.81390,0.01193
2033.84953,0.01146
2032.88517,0.01127
2031.92080,0.01137
2030.95643,0.01146
2029.99207,0.01150
2029.02770,0.01160
2028.06333,0.01165
2027.09897,0.01163
2026.13460,0.01164
2025.17023,0.01158
2024.20587,0.01140
2023.24150,0.01126
2022.27713,0.01126
2021.31277,0.01136
2020.34840,0.01145
2019.38403,0.01136
2018.41967,0.01111
2017.45530,0.01094
2016.49093,0.01099
2015.52657,0.01103
2014.56220,0.01097
2013.59783,0.01098
2012.63347,0.01107
2011.66910,0.01114
2010.70473,0.01114
2009.74037,0.01114
2008.77600,0.01117
2007.81163,0.01099
2006.84727,0.01040
2005.88290,0.00985
2004.91853,0.00990
2003.95416,0.01024
2002.98980,0.01028
2002.02543,0.01015
2001.06106,0.01027
2000.09670,0.01052
1999.13233,0.01055
1998.16796,0.01045
1997.20360,0.01039
1996.23923,0.01028
1995.27486,0.01014
1994.31050,0.01020
1993.34613,0.01043
1992.38176,0.01052
1991.41740,0.01029
1990.45303,0.00998
1989.48866,0.00987
1988.52430,0.00996
1987.55993,0.01000
1986.59556,0.00985
1985.63120,0.00966
1984.66683,0.00959
1983.70246,0.00964
1982.73810,0.00986
1981.77373,0.01001
1980.80936,0.00984
1979.84500,0.00948
1978.88063,0.00925
1977.91626,0.00930
1976.95190,0.00961
1975.98753,0.00999
1975.02316,0.01012
1974.05879,0.00986
1973.09443,0.00937
1972.13006,0.00895
1971.16569,0.00879
1970.20133,0.00895
1969.23696,0.00920
1968.27259,0.00929
1967.30823,0.00931
1966.34386,0.00938
1965.37949,0.00942
1964.41513,0.00937
1963.45076,0.00924
1962.48639,0.00908
1961.52203,0.00892
1960.55766,0.00886
1959.59329,0.00897
1958.62893,0.00910
1957.66456,0.00907
1956.70019,0.00895
1955.73583,0.00892
1954.77146,0.00889
1953.80709,0.00871
1952.84273,0.00850
1951.87836,0.00849
1950.91399,0.00862
1949.94963,0.00870
1948.98526,0.00877
1948.02089,0.00891
1947.05652,0.00901
1946.09216,0.00894
1945.12779,0.00877
1944.16342,0.00859
1943.19906,0.00843
1942.23469,0.00836
1941.27032,0.00854
1940.30596,0.00888
1939.34159,0.00907
1938.37722,0.00900
1937.41286,0.00891
1936.44849,0.00890
1935.48412,0.00886
1934.51976,0.00876
1933.55539,0.00871
1932.59102,0.00870
1931.62666,0.00867
1930.66229,0.00860
1929.69792,0.00850
1928.73356,0.00846
1927.76919,0.00848
1926.80482,0.00848
1925.84046,0.00847
1924.87609,0.00850
1923.91172,0.00855
1922.94736,0.00853
1921.98299,0.00844
1921.01862,0.00837
1920.05426,0.00826
1919.08989,0.00807
1918.12552,0.00797
1917.16115,0.00822
1916.19679,0.00861
1915.23242,0.00875
1914.26805,0.00863
1913.30369,0.00848
1912.33932,0.00844
1911.37495,0.00846
1910.41059,0.00851
1909.44622,0.00853
1908.48185,0.00846
1907.51749,0.00836
1906.55312,0.00833
1905.58875,0.00835
1904.62439,0.00837
1903.66002,0.00834
1902.69565,0.00828
1901.73129,0.00824
1900.76692,0.00823
1899.80255,0.00820
1898.83819,0.00819
1897.87382,0.00825
1896.90945,0.00828
1895.94509,0.00819
1894.98072,0.00809
1894.01635,0.00814
1893.05199,0.00822
1892.08762,0.00818
1891.12325,0.00808
1890.15889,0.00810
1889.19452,0.00822
1888.23015,0.00827
1887.26578,0.00818
1886.30142,0.00807
1885.33705,0.00801
1884.37268,0.00806
1883.40832,0.00821
1882.44395,0.00835
1881.47958,0.00838
1880.51522,0.00833
1879.55085,0.00829
1878.58648,0.00830
1877.62212,0.00831
1876.65775,0.00832
1875.69338,0.00834
1874.72902,0.00838
1873.76465,0.00838
1872.80028,0.00836
1871.83592,0.00835
1870.87155,0.00834
1869.90718,0.00831
1868.94282,0.00830
1867.97845,0.00835
1867.01408,0.00845
1866.04972,0.00857
1865.08535,0.00867
1864.12098,0.00871
1863.15662,0.00870
1862.19225,0.00870
1861.22788,0.00872
1860.26351,0.00871
1859.29915,0.00865
1858.33478,0.00859
1857.37041,0.00859
1856.40605,0.00862
1855.44168,0.00863
1854.47731,0.00864
1853.51295,0.00868
1852.54858,0.00876
1851.58421,0.00884
1850.61985,0.00886
1849.65548,0.00881
1848.69111,0.00873
1847.72675,0.00866
1846.76238,0.00867
1845.79801,0.00877
1844.83365,0.00889
1843.86928,0.00897
1842.90491,0.00901
1841.94055,0.00907
1840.97618,0.00917
1840.01181,0.00929
1839.04745,0.00938
1838.08308,0.00941
1837.11871,0.00940
1836.15435,0.00940
1835.18998,0.00944
1834.22561,0.00949
1833.26125,0.00951
1832.29688,0.00950
1831.33251,0.00951
1830.36814,0.00953
1829.40378,0.00958
1828.43941,0.00969
1827.47504,0.00985
1826.51068,0.01000
1825.54631,0.01006
1824.58194,0.01006
1823.61758,0.01002
1822.65321,0.01001
1821.68884,0.01006
1820.72448,0.01019
1819.76011,0.01036
1818.79574,0.01050
1817.83138,0.01057
1816.86701,0.01059
1815.90264,0.01062
1814.93828,0.01069
1813.97391,0.01081
1813.00954,0.01097
1812.04518,0.01111
1811.08081,0.01121
1810.11644,0.01129
1809.15208,0.01140
1808.18771,0.01153
1807.22334,0.01165
1806.25898,0.01175
1805.29461,0.01183
1804.33024,0.01194
1803.36588,0.01206
1802.40151,0.01218
1801.43714,0.01228
1800.47277,0.01237
1799.50841,0.01250
1798.54404,0.01267
1797.57967,0.01284
1796.61531,0.01300
1795.65094,0.01318
1794.68657,0.01335
1793.72221,0.01348
1792.75784,0.01359
1791.79347,0.01373
1790.82911,0.01393
1789.86474,0.01417
1788.90037,0.01442
1787.93601,0.01464
1786.97164,0.01486
1786.00727,0.01510
1785.04291,0.01537
1784.07854,0.01567
1783.11417,0.01599
1782.14981,0.01630
1781.18544,0.01662
1780.22107,0.01698
1779.25671,0.01739
1778.29234,0.01783
1777.32797,0.01827
1776.36361,0.01873
1775.39924,0.01922
1774.43487,0.01975
1773.47050,0.02037
1772.50614,0.02113
1771.54177,0.02205
1770.57740,0.02309
1769.61304,0.02426
1768.64867,0.02564
1767.68430,0.02728
1766.71994,0.02916
1765.75557,0.03130
1764.79120,0.03382
1763.82684,0.03689
1762.86247,0.04074
1761.89810,0.04557
1760.93374,0.05122
1759.96937,0.05747
1759.00500,0.06454
1758.04064,0.07287
1757.07627,0.08275
1756.11190,0.09381
1755.14754,0.10536
1754.18317,0.11718
1753.21880,0.12952
1752.25444,0.14286
1751.29007,0.15723
1750.32570,0.17156
1749.36134,0.18485
1748.39697,0.19712
1747.43260,0.20849
1746.46824,0.21890
1745.50387,0.22836
1744.53950,0.23678
1743.57513,0.24380
1742.61077,0.24858
1741.64640,0.24988
1740.68203,0.24634
1739.71767,0.23746
1738.75330,0.22469
1737.78893,0.21038
1736.82457,0.19582
1735.86020,0.18077
1734.89583,0.16426
1733.93147,0.14694
1732.96710,0.13217
1732.00273,0.12205
1731.03837,0.11577
1730.07400,0.11182
1729.10963,0.10921
1728.14527,0.10698
1727.18090,0.10397
1726.21653,0.09928
1725.25217,0.09282
1724.28780,0.08526
1723.32343,0.07763
1722.35907,0.07092
1721.39470,0.06560
1720.43033,0.06159
1719.46597,0.05840
1718.50160,0.05556
1717.53723,0.05303
1716.57286,0.05108
1715.60850,0.04972
1714.64413,0.04874
1713.67976,0.04796
1712.71540,0.04735
1711.75103,0.04689
1710.78666,0.04654
1709.82230,0.04629
1708.85793,0.04614
1707.89356,0.04608
1706.92920,0.04610
1705.96483,0.04620
1705.00046,0.04637
1704.03610,0.04663
1703.07173,0.04694
1702.10736,0.04725
1701.14300,0.04753
1700.17863,0.04783
1699.21426,0.04816
1698.24990,0.04848
1697.28553,0.04878
1696.32116,0.04908
1695.35680,0.04943
1694.39243,0.04984
1693.42806,0.05030
1692.46370,0.05080
1691.49933,0.05134
1690.53496,0.05190
1689.57060,0.05249
1688.60623,0.05310
1687.64186,0.05368
1686.67749,0.05421
1685.71313,0.05474
1684.74876,0.05534
1683.78439,0.05608
1682.82003,0.05688
1681.85566,0.05768
1680.89129,0.05846
1679.92693,0.05928
1678.96256,0.06011
1677.99819,0.06095
1677.03383,0.06177
1676.06946,0.06261
1675.10509,0.06350
1674.14073,0.06440
1673.17636,0.06526
1672.21199,0.06607
1671.24763,0.06689
1670.28326,0.06777
1669.31889,0.06875
1668.35453,0.06981
1667.39016,0.07084
1666.42579,0.07181
1665.46143,0.07272
1664.49706,0.07363
1663.53269,0.07458
1662.56833,0.07561
1661.60396,0.07668
1660.63959,0.07772
1659.67523,0.07871
1658.71086,0.07965
1657.74649,0.08057
1656.78212,0.08143
1655.81776,0.08222
1654.85339,0.08291
1653.88902,0.08356
1652.92466,0.08431
1651.96029,0.08516
1650.99592,0.08598
1650.03156,0.08663
1649.06719,0.08709
1648.10282,0.08739
1647.13846,0.08760
1646.17409,0.08776
1645.20972,0.08791
1644.24536,0.08805
1643.28099,0.08810
1642.31662,0.08806
1641.35226,0.08793
1640.38789,0.08774
1639.42352,0.08753
1638.45916,0.08728
1637.49479,0.08694
1636.53042,0.08648
1635.56606,0.08588
1634.60169,0.08525
1633.63732,0.08468
1632.67296,0.08412
1631.70859,0.08347
1630.74422,0.08272
1629.77985,0.08191
1628.81549,0.08101
1627.85112,0.08004
1626.88675,0.07905
1625.92239,0.07809
1624.95802,0.07708
1623.99365,0.07594
1623.02929,0.07468
1622.06492,0.07348
1621.10055,0.07237
1620.13619,0.07131
1619.17182,0.07023
1618.20745,0.06902
1617.24309,0.06761
1616.27872,0.06607
1615.31435,0.06468
1614.34999,0.06350
1613.38562,0.06240
1612.42125,0.06127
1611.45689,0.06007
1610.49252,0.05883
1609.52815,0.05758
1608.56379,0.05633
1607.59942,0.05515
1606.63505,0.05404
1605.67069,0.05300
1604.70632,0.05199
1603.74195,0.05097
1602.77759,0.04996
1601.81322,0.04898
1600.84885,0.04806
1599.88448,0.04718
1598.92012,0.04634
1597.95575,0.04553
1596.99138,0.04474
1596.02702,0.04397
1595.06265,0.04322
1594.09828,0.04250
1593.13392,0.04182
1592.16955,0.04116
1591.20518,0.04053
1590.24082,0.03993
1589.27645,0.03934
1588.31208,0.03879
1587.34772,0.03827
1586.38335,0.03778
1585.41898,0.03729
1584.45462,0.03680
1583.49025,0.03631
1582.52588,0.03584
1581.56152,0.03540
1580.59715,0.03499
1579.63278,0.03462
1578.66842,0.03426
1577.70405,0.03390
1576.73968,0.03349
1575.77532,0.03308
1574.81095,0.03275
1573.84658,0.03251
1572.88222,0.03228
1571.91785,0.03202
1570.95348,0.03170
1569.98911,0.03135
1569.02475,0.03104
1568.06038,0.03079
1567.09601,0.03055
1566.13165,0.03031
1565.16728,0.03006
1564.20291,0.02983
1563.23855,0.02961
1562.27418,0.02938
1561.30981,0.02910
1560.34545,0.02875
1559.38108,0.02839
1558.41671,0.02815
1557.45235,0.02803
1556.48798,0.02797
1555.52361,0.02788
1554.55925,0.02772
1553.59488,0.02755
1552.63051,0.02740
1551.66615,0.02726
1550.70178,0.02709
1549.73741,0.02692
