X,Y,Z
-62.325,539.732,30.471
-63.931,539.756,27.266
-25.366,538.905,46.932
-36.319,539.157,47.395
-33.112,539.153,50.286
-28.55,539.045,50.054
16.98,540.279,-75.207
9.3273,540.266,-76.416
13.607,540.356,-77.906
26.868,540.011,76.592
34.147,540.003,72.873
31.421,540.138,76.957
47.567,539.818,-44.851
52.22,539.991,-45.829
50.249,540.174,-53.924
53.368,540.151,-50.18
-81.867,540.573,15.86
-86.43,540.808,8.7519
-86.258,540.822,13.522
-83.077,540.691,-13.41
-87.007,540.861,-5.9914
-87.236,540.912,-10.693
-16.337,538.904,52.005
-22.614,538.961,50.893
41.719,540.488,-69.72
34.665,540.61,-76.689
39,540.772,-78.194
42.618,540.735,-75.078
-79.482,540.587,-20.705
-70.926,540.277,-27.197
-79.802,540.683,-25.596
-75.895,540.54,-28.507
-7.3709,539.042,59.251
-10.648,539.153,61.738
-15.839,539.149,60.142
-18.894,539.042,55.666
18.114,540.49,-79.942
26.296,540.535,-78.595
22.446,540.615,-81.68
55.517,539.331,-0.36703
52.836,539.207,6.4987
56.69,539.352,4.2774
51.874,539.224,21.867
52.544,539.208,14.328
56.178,539.378,21.294
56.559,539.365,17.034
56.876,540.05,54.125
57.298,539.821,45.666
59.543,540.038,49.926
50.643,539.305,32.73
48.663,539.183,29.093
-27.228,539.733,-56.863
-36.072,539.913,-57.433
-33.861,539.974,-60.545
-30.646,539.938,-61.377
-43.314,539.965,-53.56
-50.887,540.066,-49.81
-48.218,540.111,-54.004
-11.703,540.012,-69.737
-15.705,539.94,-67.045
28.793,540.294,81.108
19.355,540.076,80.364
26.169,540.478,85.239
21.225,540.347,84.697
5.4641,539.463,70.542
12.417,539.739,75.472
7.5457,539.684,75.056
50.95,539.831,-41.434
49.773,539.701,-37.794
54.443,539.868,-38.355
59.068,540.021,-37.849
57.067,540.17,-46.473
60.603,540.202,-42.965
57.568,539.881,-34.238
55.096,540.355,-54.785
48.596,540.407,-62.368
57.402,540.607,-59.975
54.076,540.64,-63.978
57.779,539.655,37.235
53.527,539.358,29.057
60.489,539.691,33.082
57.788,539.51,28.671
-0.85758,539.267,65.963
-4.0416,539.384,68.631
-3.0728,539.591,73.495
2.6475,539.642,74.639
9.98,540.475,-81.241
1.1824,540.313,-78.066
2.2441,540.508,-82.6
6.5048,540.596,-84.191
18.855,540.703,-84.617
15.305,540.802,-87.382
11.096,540.695,-85.829
-7.3521,540.205,-75.137
-6.7174,540.381,-79.411
-2.3046,540.435,-80.924
-21.609,539.836,-62.25
-26.034,539.862,-61.148
-45.522,540.171,-58.012
-42.895,540.252,-62.572
-38.465,540.089,-60.868
56.655,540.339,62.326
51.262,540.46,70.245
59.015,540.631,66.624
56.183,540.689,70.716
36.073,540.28,77.388
43.596,540.338,73.804
41.037,540.454,77.747
61.54,540.584,62.764
64.154,540.539,58.53
61.847,540.275,54.267
62.831,539.94,-27.777
64.064,540.226,-38.361
66.257,540.147,-30.893
67.312,540.268,-34.682
66.7,540.05,-25.097
64.554,539.825,-16.587
68.756,540.07,-20.5
30.722,540.6,85.604
35.689,540.757,85.857
38.311,540.597,81.832
-47.455,539.552,49.831
-43.311,539.522,53.353
-38.624,539.334,51.83
-58.157,540.187,-45.711
-53.095,540.268,-54.262
-61.347,540.428,-49.769
-58.683,540.489,-54.899
-83.71,540.859,-23.18
-87.549,540.975,-15.571
-87.868,541.064,-20.45
60.714,540.598,-55.989
62.038,540.384,-47.466
63.648,540.601,-52.582
-63.542,540.147,-36.155
-70.948,540.378,-32.416
-67.827,540.302,-35.258
62.734,539.872,37.394
62.269,540.038,45.808
64.976,540.064,41.658
-78.114,540.418,22.895
-82.11,540.677,25.151
-86.129,540.849,18.424
-85.623,540.867,23.007
-70.236,540.001,22.377
-67.253,539.874,24.127
-91.057,541.092,1.5475
-91.479,541.161,-8.1524
-95.687,541.422,-5.5905
-95.347,541.383,-0.62
-78.369,540.491,27.159
-71.384,540.102,26.665
-74.517,540.304,29.119
53.315,540.76,74.775
45.834,540.653,78.247
50.745,540.868,78.63
66.514,540.834,62.827
61.068,540.936,71.154
66.042,541.199,71.271
68.601,541.144,67.353
-90.692,541.089,11.315
-94.828,541.354,8.8766
-95.154,541.367,4.3781
-63.844,540.388,-45.133
-64.898,540.317,-40.802
-47.928,540.414,-63.097
-55.843,540.534,-59.344
-52.296,540.523,-62.399
-61.154,539.826,38.694
-66.617,539.944,31.78
-69.539,540.142,34.466
-69.24,540.222,39.183
-64.77,540.036,40.998
-79.98,540.8,-31.211
-88.188,541.157,-25.341
-88.157,541.242,-30.324
-84.02,541.065,-32.998
-92.027,541.283,-17.733
-95.916,541.469,-10.292
-96.06,541.523,-15.272
-55.452,539.765,46.345
-60.802,539.944,44.491
46.313,540.685,-71.41
50.471,540.671,-68.042
27.256,540.764,-83.23
31.681,540.909,-84.728
35.441,540.841,-81.65
59.479,539.464,1.0711
62.896,539.616,-2.1118
61.899,539.619,-7.0589
55.659,539.393,25.048
62.744,539.726,28.83
68.095,539.957,27.94
67.686,540.101,37.504
70.397,540.159,33.356
16.34,540.252,84.319
11.43,540.171,83.866
9.5999,539.924,79.57
-15.761,540.1,-71.009
-15.335,540.327,-76.753
-11.107,540.349,-78.002
-19.721,540.252,-73.829
-24.07,540.245,-72.168
-24.543,540.048,-67.102
-15.093,540.506,-81.076
-24.108,540.47,-77.809
-18.825,540.679,-84.063
-23.311,540.661,-82.427
-6.0921,540.581,-84.029
-9.9041,540.745,-87.064
-14.196,540.702,-85.493
2.9242,540.728,-87.274
-5.095,540.797,-88.741
-0.69703,540.865,-90.307
19.863,540.939,-89.268
27.693,540.979,-87.93
24.067,541.07,-90.864
11.679,540.916,-90.552
12.793,541.175,-95.557
20.304,541.161,-93.845
17.264,541.286,-96.895
3.8891,540.952,-92.039
8.3073,541.058,-93.875
-79.923,540.906,-35.968
-76.297,540.783,-38.786
-72.618,540.569,-37.118
-96.38,541.606,-20.151
-97.401,541.75,-25.357
-92.316,541.448,-27.594
-78.307,540.56,31.699
-82.62,540.878,34.648
-86.422,541.072,32.233
-85.874,540.955,27.601
-90.109,541.135,20.724
-94.316,541.393,18.421
-94.653,541.37,13.852
106.02,542.194,9.5133
106.12,542.178,-0.19318
102.46,541.909,6.8766
101.7,541.838,2.5349
66.822,540.525,54.331
71.8,540.801,54.62
74.055,541.094,59.02
71.215,541.106,63.119
55.666,541.102,79.101
60.553,541.369,79.571
63.211,541.26,75.363
-5.2453,539.226,64.539
23.154,540.654,89.193
33.065,540.94,89.988
30.59,541.181,94.504
25.497,541.112,95.225
13.299,540.444,88.199
15.356,540.765,92.734
20.295,540.97,94.665
40.653,540.934,86.216
43.104,541.366,91.543
39.684,541.445,94.432
35.749,541.35,94.76
48.186,540.985,82.573
45.819,541.191,87.379
6.5586,540.113,83.45
10.445,540.686,92.282
3.4892,540.327,87.294
5.5391,540.622,91.829
-27.954,540.656,-80.63
-32.619,540.668,-79.056
-32.741,540.476,-74.388
-29.162,540.273,-70.877
-7.6803,539.545,72.002
-12.411,539.507,70.415
-14.334,539.334,65.691
-0.9912,539.808,78.01
-4.0606,540.018,81.853
-11.442,539.723,75.279
-10.489,539.999,80.957
1.6596,540.073,82.997
67.221,540.284,45.918
69.493,540.535,50.357
56.785,539.357,12.721
56.587,539.343,8.3788
60.639,539.543,19.859
65.169,539.772,23.605
65.684,539.751,18.727
60.883,539.514,10.659
65.495,539.718,13.175
70.414,539.96,16.453
73.025,540.204,27.771
74.574,540.19,18.963
75.433,540.286,23.905
-4.5527,541.033,-93.574
-13.601,540.924,-90.282
-8.0606,541.264,-97.863
-12.521,541.143,-95.025
4.5731,541.212,-97.121
-3.2418,541.333,-99.564
1.9818,541.385,-100.45
-17.2,541.099,-93.313
-22.643,540.859,-87.006
-21.626,541.075,-91.671
59.616,540.888,-65.421
66.208,540.868,-57.553
68.533,541.145,-62.632
65.512,541.138,-65.817
13.775,541.441,-100.42
10.597,541.552,-102.99
6.7417,541.497,-102.37
-11.673,541.457,-101.11
-11.146,541.678,-105.3
-1.4529,541.63,-104.97
-20.887,541.31,-96.498
-19.935,541.544,-101.23
-15.911,541.555,-102.31
-26.402,541.054,-89.957
-31.822,540.864,-83.673
-30.872,541.073,-88.561
-30.049,541.287,-93.386
-24.74,541.51,-99.443
-28.909,541.512,-98.033
-36.67,540.68,-77.305
-35.538,541.092,-86.986
-40.098,541.101,-85.051
-40.651,540.911,-80.49
-40.915,540.487,-70.227
-40.604,540.701,-75.689
-36.446,540.311,-68.301
-32.879,540.27,-69.239
-33.675,541.522,-96.571
-38.383,541.541,-94.83
-39.148,541.316,-89.938
67.574,540.642,-48.625
71.624,540.716,-44.848
69.196,540.472,-39.86
102.25,541.92,11.68
104.94,542.202,19.002
101.05,541.858,15.749
101.48,541.827,-1.9857
105.76,542.182,-9.8022
101.02,541.81,-7.5343
50.884,541.426,87.785
57.983,541.47,83.426
55.342,541.559,86.847
52.95,541.784,91.774
44.925,541.727,95.664
65.528,541.635,79.689
60.308,541.841,87.359
70.744,541.479,71.563
73.088,541.854,75.886
7.5964,540.944,96.364
17.388,541.231,98.857
9.6506,541.293,100.9
13.448,541.374,101.43
0.6401,540.579,91.376
-4.331,540.56,90.889
-8.0664,540.28,86.103
4.7443,541.227,100.45
-2.2811,540.851,95.424
-0.22759,541.181,99.963
65.304,539.694,8.2137
64.189,539.65,3.1064
69.074,539.871,5.0895
73.944,540.107,7.5396
74.368,540.139,12.748
72.827,540.052,1.9737
66.844,539.81,-5.5741
72.056,540.04,-3.1896
78.444,540.345,9.723
77.265,540.284,-1.0763
83.121,540.607,6.7081
82.622,540.575,1.4875
28.522,541.219,-92.453
32.597,541.361,-93.704
36.859,541.361,-92.035
36.071,541.066,-86.328
21.67,541.426,-98.614
25.861,541.563,-100.11
28.752,541.442,-96.843
15.331,541.667,-104.43
22.681,541.699,-103.34
8.0227,541.726,-106.48
30.101,541.719,-101.48
37.422,541.601,-96.401
40.868,541.304,-88.807
45.433,541.534,-90.993
46.192,541.765,-95.136
44.214,541.227,-85.353
43.591,540.963,-80.012
48.11,541.179,-81.99
49.797,541.684,-91.443
52.933,541.676,-89.189
52.53,541.426,-84.353
-71.342,540.165,30.884
-78.547,540.674,36.597
-74.116,540.459,38.434
-78.133,540.765,41.607
-86.649,541.198,37.491
-82.015,541.093,44.718
-87.479,541.407,43.163
-77.456,540.867,46.537
-72.808,540.654,48.361
-68.914,540.352,45.231
-90.13,541.279,30.094
-91.557,541.62,40.696
-94.103,541.598,32.399
-94.834,541.759,36.757
-93.781,541.415,23.256
-93.54,541.469,27.463
-86.763,541.514,48.321
-76.689,540.973,51.472
-80.592,541.321,54.59
-85.164,541.584,53.398
-95.742,541.982,42.73
-90.712,541.918,51.957
72.638,540.363,37.62
72.199,540.55,46.207
74.906,540.587,42.061
-97.92,541.744,25.254
-98.509,541.672,16.134
-102.21,541.979,18.627
-101.58,541.996,23.013
-101.34,542.051,27.535
-98.449,541.961,34.061
-100.88,542.085,31.269
-99.194,541.656,6.8047
-102.54,541.953,13.687
-102.99,541.957,9.0104
-19.729,541.769,-105.45
-28.245,541.758,-102.84
-37.405,541.765,-99.647
-42.943,541.561,-92.894
-46.837,541.83,-96.006
-44.34,541.133,-83.318
-48.427,541.396,-86.411
-47.603,541.6,-91.114
-100.27,541.794,-12.71
-99.784,541.703,-2.7598
-103.82,542.014,-5.7479
-103.82,542.032,-9.7915
-101.54,542.004,-22.899
-103.98,542.083,-14.94
-103.34,541.966,4.239
-103.5,541.974,-0.58647
-45.06,540.717,-73.119
-40.467,540.323,-65.993
-49.052,540.77,-71.605
-49.526,540.607,-67.166
-105.78,542.293,20.69
-106.86,542.283,11.283
-104.68,542.354,29.079
-101.67,542.263,35.823
-48.868,541.202,-81.815
-48.978,541.001,-77.182
-52.321,541.666,-89.523
-56.494,541.71,-87.459
-57.161,541.517,-82.882
-53.266,541.266,-80.115
-32.695,540.112,-65.027
-55.75,541.919,-92.22
77.616,540.648,37.913
79.695,540.686,34.158
78.057,540.507,29.518
77.177,540.847,46.5
76.727,541.103,55.047
79.45,541.125,50.869
82.157,541.154,46.724
84.794,541.206,42.488
82.066,540.927,38.601
51.684,540.917,-73.262
51.544,541.154,-79.042
-49.113,539.756,54.573
-58.733,539.978,49.105
-53.724,539.988,56.125
-57.931,540.09,53.844
74.478,540.464,-28.085
71.505,540.396,-31.88
72.529,540.282,-23.217
-18.2,539.504,68.744
-15.519,539.96,79.272
-22.152,539.73,72.58
-19.924,539.905,76.995
61.822,541.155,-70.299
59.333,541.188,-73.362
56.171,541.15,-75.331
73.574,540.96,-49.991
74.602,541.174,-55.447
71.816,541.161,-58.789
-97.355,541.839,-30.574
-101.39,542.169,-33.169
-88.147,541.349,-35.252
-92.563,541.672,-37.551
-96.247,541.857,-35.265
83.052,541.291,-44.764
79.065,541.262,-51.221
81.927,541.33,-48.37
80.571,541.056,-41.031
75.26,540.775,-40.693
70.944,540.022,-8.8584
70.094,540.042,-14.313
-64.451,540.698,-54.511
-71.79,540.77,-46.545
-68.305,540.559,-44.501
-68.963,540.848,-53.209
-72.328,540.917,-50.587
-61.763,540.967,-65.55
-65.811,541.047,-63.082
-57.837,540.742,-63.244
-66.06,540.901,-58.842
37.238,541.705,99.013
27.83,541.527,100.08
18.552,541.605,103.42
81.706,541.422,55.27
76.142,541.408,63.546
81.345,541.734,63.234
84.076,541.744,59.208
86.886,541.755,54.843
89.413,541.777,50.73
87.067,541.485,46.856
75.646,541.798,71.969
78.418,541.739,67.515
-88.425,541.486,-40.225
-80.288,541.042,-40.933
-84.218,541.309,-42.916
-96.52,541.996,-40.387
-88.633,541.626,-45.215
-92.923,541.941,-47.192
-72.877,540.692,-41.835
-80.447,541.18,-45.796
-77.194,541.068,-47.756
80.927,542.13,71.752
86.521,542.08,62.968
-68.147,540.456,50.165
-75.943,541.107,56.414
-71.289,540.907,58.237
-67.381,540.584,55.105
-60.63,541.766,-85.367
-63.373,541.995,-87.9
-63.909,541.8,-83.219
-65.848,541.702,-79.387
-61.536,541.386,-76.029
-57.088,541.312,-78.167
-68.765,541.934,-81.715
-66.11,541.513,-74.607
-70.589,541.594,-71.93
-74.826,541.906,-74.576
-57.478,541.129,-73.538
-65.987,541.263,-68.796
-57.849,540.957,-68.935
-53.743,540.89,-70.909
-74.589,541.651,-68.697
-74.282,541.459,-64.027
-70.599,541.209,-61.839
-78.705,541.764,-66.334
-82.503,542.038,-67.968
1.8267,541.538,104.5
10.586,541.677,105.58
-5.1987,541.162,99.476
-11.161,540.54,89.972
-10.173,541.193,99.505
-12.057,540.887,95.108
91.935,542.112,54.477
92.133,541.83,46.309
96.578,542.146,45.826
94.102,541.847,42.117
91.255,541.536,38.548
86.961,541.243,38.592
-8.2302,541.538,104.12
53.97,541.914,-93.277
-88.595,541.753,-49.932
-84.812,541.605,-52.233
-81.073,541.332,-49.923
-107.46,542.284,1.4082
-107.56,542.311,-7.7885
79.772,540.488,20.126
83.132,540.651,17.394
83.532,540.645,12.321
81.793,540.547,-4.3662
80.571,540.52,-9.3809
75.582,540.283,-12.389
97.96,541.564,4.8302
97.543,541.57,12.973
93.466,541.263,9.1426
92.807,541.208,5.1481
92.192,541.167,-0.65569
96.8,541.492,-4.6215
100.15,541.84,20.052
102.96,542.195,28.229
99.326,541.845,24.714
95.631,541.52,21.318
91.933,541.226,18.462
92.381,541.216,12.865
100.25,542.18,37.231
97.206,541.86,33.778
98.335,541.851,29.272
95.624,541.838,37.857
93.786,541.534,30.115
88.335,541.25,34.649
90.108,541.292,30.961
91.117,541.283,26.779
91.191,541.231,22.746
82.44,540.773,29.945
85.85,541.012,31.236
84.02,540.813,26.504
84.093,540.77,22.746
87.6,541.002,23.744
88.089,540.94,14.53
87.953,540.888,3.6192
91.812,541.163,-5.6991
86.173,540.819,-7.2537
104.99,542.211,-19.444
101.89,541.945,-16.837
100.89,541.833,-12.222
103.12,542.216,-28.679
100.01,541.932,-25.257
101.27,541.963,-21.411
100.28,542.19,-37.559
97.151,541.896,-33.988
98.845,541.928,-29.593
96.677,542.161,-46.163
93.484,541.865,-42.768
95.607,541.887,-38.198
91.547,541.849,-46.806
92.31,542.129,-54.414
90.345,541.892,-50.726
87.355,541.605,-47.178
90.573,541.583,-39.07
85.835,541.315,-39.666
87.224,542.089,-62.25
84.937,541.791,-57.7
88.053,541.87,-54.617
81.468,542.039,-69.614
82.341,541.775,-61.35
79.271,541.747,-65.047
75.088,541.998,-76.449
76.358,541.726,-68.443
73.054,541.711,-71.99
77.229,541.475,-60.437
83.16,541.567,-53.972
68.137,541.957,-82.703
69.843,541.69,-75.108
67.164,541.723,-78.484
71.123,541.44,-67.344
63.675,541.701,-81.34
60.869,541.916,-88.311
60.201,541.666,-83.47
65.392,541.453,-73.937
59.437,541.44,-79.244
56.698,541.647,-86.007
94.248,541.625,-30.465
87.815,541.331,-35.474
90.035,541.369,-30.805
97.078,541.682,-22.524
91.592,541.391,-26.736
93.433,541.439,-22.483
97.314,541.601,-14.289
94.584,541.464,-18.892
93.679,541.352,-14.537
90.488,541.119,-11.331
85.27,541.106,-31.612
81.01,540.873,-31.927
77.808,540.796,-36.081
89.27,541.183,-23.096
85.444,540.972,-23.886
83.048,540.899,-27.628
87.157,541.015,-19.923
87.911,541,-15.628
81.115,540.738,-24.446
84.168,540.795,-16.655
78.909,540.545,-19.471
75.722,540.606,-32.021
76.724,540.479,-22.936
79.651,540.529,-15.576
-39.795,539.514,56.668
-49.193,539.944,60.051
-40.882,539.712,61.313
-45.589,539.916,62.683
-23.794,539.535,67.48
-24.347,539.361,62.649
-22.992,539.205,59.055
-15.744,540.593,89.949
-19.246,540.205,82.702
-20.361,540.523,87.768
-63.488,540.279,51.975
-75.191,541.26,61.355
-84.368,541.73,58.51
-79.801,541.684,64.427
-83.2,541.817,62.293
-74.469,541.306,-59.585
-82.08,541.824,-63.133
-81.657,541.664,-59.209
-78.115,541.391,-56.716
-15.219,541.252,99.522
-18.211,541.575,103.13
-88.909,541.919,-54.401
-92.221,542.159,-55.606
-19.881,541.245,98.582
-21.787,540.87,92.783
-36.059,539.514,59.513
-32.082,539.362,58.126
-30.259,539.215,54.746
-58.315,540.299,59.482
-50.115,540.161,64.63
-57.867,540.474,64.249
-53.93,540.397,66.412
-26.048,539.951,75.662
-32.599,539.735,67.743
-33.307,539.928,71.721
-32.02,540.114,76.12
-28.568,539.575,66.074
-29.853,540.314,80.946
-25.082,540.451,85.291
-66.629,540.724,60.047
-66.269,540.908,64.915
-70.49,541.329,68.822
-74.994,541.476,66.318
-62.361,540.581,61.783
-87.812,542.09,61.159
-74.27,541.136,-54.833
-85.551,541.929,-60.581
-88.776,542.173,-62.002
-88.248,541.998,-57.991
-81.355,541.482,-54.296
-24.935,541.17,96.17
-27.9,541.61,101.1
-41.439,539.912,65.902
-37.83,539.893,68.134
-32.723,539.549,62.829
-49.953,540.361,69.305
-46.411,540.352,72.01
-42.559,540.117,69.794
-66.032,541.17,70.622
-57.925,540.687,69.031
-61.448,540.941,70.918
-74.826,541.749,72.132
-65.342,541.357,75.024
-66.911,541.684,79.228
-57.18,540.862,73.245
-50.13,540.595,74.07
-54.346,540.862,75.797
-83.043,542.044,67.32
-57.756,541.129,77.916
-62.111,541.435,79.46
-42.463,540.337,74.503
-50.46,540.86,78.721
-46.871,540.863,81.299
-41.332,540.536,79.11
-37.618,540.291,76.594
-51.055,541.146,83.264
-59.02,541.443,82.207
-55.199,541.439,85.092
-51.307,541.445,87.885
-47.733,541.469,90.438
-43.095,541.172,88.614
-41.598,540.81,83.65
-59.544,541.761,86.841
-51.853,541.789,92.473
-43.343,541.496,93.206
-44.629,541.842,97.366
-37.546,540.82,86.123
-32.554,540.992,90.926
-39.954,541.526,95.35
-35.911,541.409,95.58
-31.589,540.638,85.835
-29.525,541.203,95.14
-36.881,541.757,99.825
-27.199,539.247,57.719
