X,Y,Z
2.5244,538.412,-6.2202
4.7479,538.411,-6.3122
2.6947,538.424,-7.4043
4.2482,538.43,-7.5098
0.6171,538.406,-5.792
0.5665,538.416,-6.6662
1.6157,538.416,-7.2407
-0.95922,538.406,-5.7228
-0.2061,538.408,-6.3493
-1.0997,538.414,-6.5815
-2.3666,538.424,-7.1724
-3.027,538.407,-5.408
-3.4554,538.409,-6.4291
-1.4762,538.429,-7.8839
0.73679,538.425,-7.8502
-0.4139,538.429,-8.5894
7.0936,538.396,-3.6359
6.2268,538.41,-5.2608
7.5788,538.409,-4.8317
7.0894,538.389,-1.8873
5.8736,538.367,-0.19347
6.8831,538.366,0.15625
7.5985,538.382,-0.98065
8.3097,538.412,-4.0375
8.3227,538.388,-1.9587
8.9805,538.399,-3.1345
5.4762,538.357,1.5563
6.3902,538.358,1.00322
6.4857,538.356,1.906
6.5662,538.352,3.0709
5.4845,538.347,3.5096
7.4802,538.355,2.5178
8.1151,538.374,0.21604
8.6361,538.371,1.8527
7.3233,538.425,-5.9238
5.3927,538.431,-7.4383
6.6346,538.429,-7.1734
-4.0121,538.433,-7.7847
-1.7756,538.441,-9.2509
-4.4424,538.445,-9.1511
-3.2656,538.448,-9.9085
8.7166,538.36,3.0175
6.3826,538.342,4.2555
7.456,538.341,4.892
8.7485,538.351,4.4345
3.3395,538.44,-8.5304
0.63534,538.437,-9.164
1.9237,538.454,-9.9044
9.5714,538.414,-4.3865
10.329,538.44,-5.8017
8.1778,538.438,-6.7558
9.342,538.441,-6.9438
9.3515,538.374,0.71578
9.5533,538.4,-2.1248
10.351,538.394,-0.82666
6.1166,538.445,-8.4638
3.4772,538.453,-10.01
5.7142,538.455,-10.001
-5.7249,538.387,-2.3955
-4.6459,538.39,-4.0439
-5.6571,538.396,-4.1502
-6.2103,538.391,-3.3631
-6.1083,538.372,-0.5775
-7.0901,538.374,-0.47852
-7.0371,538.392,-2.3363
-7.662,538.384,-1.3627
-5.2202,538.409,-5.1343
-4.6602,538.411,-5.9131
-6.9811,538.408,-4.3494
-5.7206,538.42,-6.1315
-7.5063,538.414,-5.4222
-7.0125,538.424,-6.2976
-5.8935,538.354,1.0689
-6.672,538.361,0.39326
-6.7804,538.363,1.3337
-6.94,538.353,2.4304
-5.3664,538.349,3.0549
-6.3984,538.347,3.2712
-7.8597,538.365,1.7272
-8.3281,538.373,-0.19053
-8.8819,538.373,1.1559
-8.2157,538.406,-4.371
-8.3118,538.396,-2.3544
-8.8478,538.411,-3.4905
-6.2989,538.431,-7.2869
-5.6254,538.442,-8.2729
-8.2772,538.429,-6.4705
-9.4844,538.442,-6.5813
-9.5229,538.421,-4.5315
-10.239,538.438,-5.916
-7.3962,538.346,3.8754
-9.0355,538.368,2.4035
-8.6759,538.354,3.9314
-9.6307,538.384,0.20024
-9.616,538.399,-2.264
-10.323,538.391,-1.2122
-2.3701,538.325,5.9145
-4.0274,538.334,4.7325
-4.115,538.328,5.7842
-3.3894,538.324,6.3227
-2.3856,538.316,7.0335
-0.48343,538.32,6.1392
-0.39639,538.32,7.1297
-1.5677,538.322,7.6068
-5.0453,538.333,5.1285
-5.7432,538.344,4.4816
-4.3604,538.324,6.8901
-5.3482,538.328,7.2738
-5.981,538.331,5.5646
-6.2118,538.337,6.7698
-4.4262,538.326,7.9552
-2.6482,538.318,8.1493
-3.8887,538.321,8.6521
1.3697,538.322,5.8029
0.54623,538.322,6.6516
1.7311,538.321,6.6453
2.8361,538.323,6.8959
3.7643,538.326,5.2029
3.5431,538.324,6.2735
1.9933,538.315,7.8443
-0.442,538.32,8.1808
1.1666,538.318,8.9268
-6.4214,538.334,7.8447
-4.8958,538.322,9.1306
-6.3867,538.327,9.4477
-7.1121,538.334,5.9589
-7.9877,538.345,5.0215
2.3577,538.313,9.1568
4.0375,538.323,7.398
4.469,538.317,8.4694
3.688,538.321,9.4758
-0.0777,538.311,9.4933
-2.9686,538.319,9.3064
-1.7802,538.317,10.282
9.9952,538.364,3.7563
11.42,538.375,2.8262
10.872,538.383,0.80999
6.1733,538.338,5.365
5.07,538.336,5.6005
5.9546,538.33,6.4807
6.6278,538.33,7.4199
8.5341,538.348,5.7954
8.1132,538.342,7.2993
-8.8587,538.444,-7.6575
-7.0219,538.445,-8.5276
-8.5646,538.457,-8.7668
-8.3833,538.348,6.2447
-7.4747,538.333,8.8226
-8.6908,538.336,7.8044
-1.9645,538.465,-10.751
0.77304,538.454,-10.644
-0.63076,538.47,-11.527
2.8613,538.312,10.558
1.8454,538.308,11.861
-0.1716,538.307,11.028
5.3377,538.324,7.6458
5.1255,538.321,9.8063
7.4074,538.336,8.7144
6.6151,538.321,10.106
-11.014,538.385,0.39018
-9.8423,538.362,3.4657
-11.936,538.385,1.7378
-11.293,538.374,3.3084
-10.947,538.453,-7.066
-9.8155,538.466,-8.9659
-11.625,538.481,-8.8089
-11.004,538.411,-2.4215
-11.03,538.429,-4.8037
-11.456,538.424,-3.7247
11.186,538.43,-4.6673
11.074,538.412,-2.0306
11.995,538.427,-3.4909
-12.823,538.408,0.0886
-12.312,538.423,-2.4956
-13.388,538.424,-1.6001
-9.7993,538.351,6.64
-10.751,538.365,5.1998
-5.7444,538.32,10.291
-3.0626,538.318,10.841
-4.6402,538.315,11.551
-8.802,538.342,9.4945
-6.3181,538.325,11.925
-9.235,538.334,11.29
-8.0927,538.333,12.618
11.475,538.37,4.4125
9.5994,538.345,6.8694
11.398,538.358,6.2023
12.886,538.442,-4.9809
13.919,538.471,-6.6788
10.885,538.461,-7.523
12.717,538.471,-7.944
-5.0079,538.459,-10.554
-7.759,538.465,-9.9671
-6.845,538.481,-11.146
7.0802,538.465,-9.7318
8.4961,538.457,-8.463
3.1758,538.315,12.18
5.6906,538.319,11.321
4.7218,538.32,12.729
-2.286,538.485,-12.347
-5.4051,538.49,-12.196
-4.1223,538.494,-13.208
12.42,538.394,1.2838
13.058,538.374,5.2221
14.365,538.404,1.4897
14.954,538.395,4.0925
4.2984,538.471,-11.375
0.65764,538.481,-12.268
2.444,538.49,-13.096
0.14287,538.307,12.65
3.6162,538.313,14.12
2.2186,538.311,15.584
0.0892,538.314,14.638
-12.304,538.439,-5.117
-12.551,538.47,-7.9692
-13.706,538.466,-6.3415
-13.126,538.386,3.4425
-14.524,538.423,-0.14206
-15.047,538.402,3.1983
-15.884,538.427,1.4191
-13.93,538.434,-3.0664
-14.267,538.453,-4.9982
-3.4518,538.311,12.527
-1.9278,538.315,13.805
8.2191,538.47,-10.159
4.8423,538.496,-13.028
8.4692,538.496,-12.118
7.0126,538.511,-13.579
12.793,538.423,-2.1928
13.817,538.421,-0.52653
8.2888,538.338,10.071
10.279,538.35,9.906
10.932,538.349,8.0455
-11.249,538.486,-10.122
-8.4831,538.491,-11.499
-10.517,538.509,-11.823
-14.55,538.496,-8.1116
-12.499,538.514,-11.692
-14.72,538.543,-11.955
-15.749,538.532,-10.345
-11.283,538.358,6.7932
-10.679,538.348,10.067
-12.08,538.362,8.6271
-2.5322,538.507,-14.228
0.93987,538.501,-14.092
-0.92085,538.524,-15.227
9.3669,538.343,11.609
6.3877,538.325,13.118
8.2,538.332,13.466
12.351,538.359,9.2765
10.451,538.341,13.405
12.751,538.358,13.31
14.197,538.375,11.126
14.828,538.466,-5.3615
14.738,538.435,-1.9869
15.939,538.46,-3.8732
-3.5055,538.315,14.515
-6.7553,538.327,14.123
-5.0862,538.325,15.438
14.677,538.5,-8.5679
16.706,538.531,-9.3003
17.053,538.487,-5.5815
18.424,538.527,-7.7643
11.444,538.479,-9.3646
10.245,538.493,-10.6
-14.175,538.388,5.1719
-13.268,538.372,6.9469
-15.516,538.461,-4.06
-16.596,538.444,-0.61014
-16.926,538.459,-2.4164
-17.338,538.483,-4.6512
-17.188,538.516,-8.2781
-18.419,538.51,-6.3418
-6.0759,538.51,-13.97
-9.4052,538.523,-13.279
-8.1776,538.535,-14.776
-10.062,538.345,13.387
-12.659,538.363,10.408
-13.619,538.37,12.607
-12.283,538.356,14.005
14.934,538.394,6.2475
14.938,538.38,8.7973
-2.9505,538.54,-16.269
-6.6227,538.549,-16.073
-5.1105,538.559,-17.469
15.347,538.525,-10.758
12.008,538.509,-11.323
13.911,538.525,-11.736
3.8519,538.322,16.211
7.0471,538.329,15.109
5.8828,538.326,16.835
1.0255,538.535,-16.174
4.9728,538.531,-15.486
2.9766,538.556,-17.278
-17.176,538.428,3.1694
-15.224,538.393,7.0799
-18.647,538.436,5.1412
-17.619,538.419,7.035
-0.00702,538.312,16.872
4.2734,538.325,18.512
0.57375,538.325,19.202
2.5056,538.324,20.274
16.351,538.422,2.2822
16.963,538.455,-2.2069
18.212,538.457,-0.0861
-3.5622,538.316,16.716
-1.6517,538.315,18.172
-13.788,538.556,-14.006
-10.354,538.556,-15.237
-12.789,538.577,-15.802
-17.373,538.573,-12.465
-18.571,538.607,-14.449
-15.122,538.601,-16.222
-18.081,538.638,-16.33
-19.687,538.46,2.9492
-18.503,538.464,-0.79452
-20.664,538.481,0.352
7.9242,538.334,17.278
11.391,538.349,15.557
10.187,538.355,17.535
17.171,538.406,7.6016
18.801,538.444,2.5167
19.478,538.439,5.6129
-3.1858,538.574,-18.736
0.9591,538.573,-18.533
-1.28,538.595,-19.942
4.8368,538.334,21.05
8.8605,538.346,19.524
7.5608,538.349,21.685
-7.0222,538.327,16.316
-10.819,538.35,15.659
-9.3876,538.34,17.05
-15.183,538.384,10.96
-16.437,538.394,9.2457
15.915,538.558,-12.619
19.188,538.563,-9.995
17.739,538.6,-14.405
20.152,538.603,-12.8
9.0765,538.529,-14.323
12.419,538.54,-13.242
11.342,538.554,-14.717
-3.2324,538.326,19.095
-7.5743,538.342,18.49
-5.7174,538.334,20.375
19.535,538.527,-6.2761
19.413,538.49,-1.9725
20.963,538.525,-4.3123
9.5346,538.567,-16.525
5.3798,538.57,-17.934
7.8479,538.586,-18.359
13.245,538.57,-15.353
15.994,538.605,-15.554
0.73963,538.331,21.704
-3.8069,538.335,21.831
-1.5968,538.343,23.461
-7.3619,538.582,-18.44
-11.296,538.593,-17.638
-9.8695,538.616,-19.415
-14.72,538.377,14.759
-17.604,538.412,11.28
-17.356,538.407,15.576
-18.802,538.424,13.678
-11.675,538.358,17.869
-15.691,538.39,17.345
-14.082,538.384,18.39
-8.0462,538.631,-21.115
-3.6456,538.62,-21.341
-6.2098,538.657,-22.834
-20.142,538.449,7.2639
-22.423,538.492,2.3312
-23.08,538.488,7.3636
-24.252,538.507,5.1063
15.609,538.391,13.012
12.758,538.37,17.57
15.667,538.392,17.595
16.32,538.395,15.51
14.691,538.614,-17.351
10.269,538.609,-18.991
12.849,538.636,-19.687
21.869,538.606,-11.264
22.333,538.558,-6.4951
24.007,538.611,-9.2131
5.5377,538.614,-20.499
0.7746,538.618,-21.172
3.3075,538.646,-22.713
-21.075,538.508,-1.86
-20.055,538.508,-4.4315
19.586,538.434,8.6667
20,538.437,11.515
18.031,538.417,12.813
0.46486,538.35,24.614
5.7107,538.357,23.567
3.4194,538.37,26.11
-19.831,538.602,-12.441
-19.919,538.557,-8.5209
-21.435,538.603,-10.985
20.274,538.654,-15.946
15.776,538.667,-20.088
19.14,538.717,-20.681
20.829,538.694,-18.47
-12.376,538.376,20.087
-8.1488,538.355,21.226
-11.127,538.376,22.302
21.561,538.484,3.1217
22.211,538.518,-2.1915
23.689,538.523,0.47134
-21.784,538.456,9.7204
-20.339,538.442,11.539
-20.646,538.662,-16.441
-22.864,538.64,-12.862
-24.038,538.701,-16.044
-12.458,538.639,-20.145
-16.866,538.658,-18.506
-15.436,538.678,-20.646
14.303,538.386,19.96
9.9751,538.367,21.979
13.203,538.389,22.335
-8.9178,538.693,-23.983
-13.744,538.694,-22.789
-11.941,538.729,-25.135
-16.689,538.417,19.463
-20.097,538.443,16.173
-19.515,538.458,21.22
-21.484,538.47,19.388
-13.731,538.401,22.95
-17.575,538.438,22.566
10.807,538.662,-21.873
6.1707,538.668,-23.395
8.942,538.693,-24.029
16.42,538.423,22.424
19.759,538.459,22.446
18.271,538.425,17.583
20.335,538.451,19.36
24.97,538.664,-12.018
26.029,538.722,-15.273
23.528,538.71,-16.634
22.76,538.477,9.255
24.522,538.515,3.833
25.193,538.516,7.1869
-22.405,538.534,-3.5588
-25.471,538.544,1.9357
-25.397,538.579,-3.1541
-26.333,538.567,-0.65584
-3.9529,538.672,-24.322
1.0683,538.666,-24.122
-1.7079,538.698,-25.834
-4.0817,538.357,24.741
-9.2703,538.38,24.187
-7.0307,538.386,26.425
-22.95,538.59,-8.5431
-24.179,538.583,-6.2513
25.435,538.615,-7.2493
25.24,538.563,-1.8685
27.204,538.624,-4.7009
-26.158,538.53,7.5531
-23.252,538.479,12.069
-26.703,538.534,12.491
-28.115,538.559,10.375
-29.561,538.591,7.6171
-28.492,538.595,2.2564
-30.714,538.62,4.5088
-4.8205,538.387,28.056
1.083,538.384,27.867
-1.8553,538.402,30.005
-23.455,538.729,-18.275
-18.606,538.713,-20.878
-22.058,538.76,-21.118
11.708,538.719,-24.948
16.878,538.737,-23.524
15.083,538.762,-25.745
28.36,538.726,-13.03
28.877,538.672,-7.4188
30.904,538.747,-10.714
11.848,538.399,24.632
6.3289,538.381,26.82
9.8701,538.406,27.755
-4.5067,538.741,-27.537
-9.7713,538.751,-27.191
-7.3811,538.783,-29.271
6.444,538.73,-26.588
0.82492,538.73,-27.375
4.2271,538.776,-29.087
-16.253,538.439,25.139
-10.009,538.404,27.502
-13.507,538.445,28.506
18.582,538.465,25.025
13.098,538.432,28.111
16.792,538.479,28.547
-25.929,538.709,-14.228
-25.983,538.635,-8.6794
-28,538.709,-11.501
7.3947,538.798,-29.937
12.88,538.801,-28.285
10.861,538.835,-30.748
-25.021,538.507,14.633
-23.299,538.487,17.047
-22.652,538.504,22.465
-17.884,538.485,28.211
-23.874,538.549,26.111
-21.478,538.543,28.853
21.035,538.454,14.006
23.382,538.485,15.388
25.832,538.52,10.429
26.169,538.53,14.027
-25.701,538.806,-20.771
-29.427,538.769,-14.795
-31.502,538.857,-18.179
-29.799,538.88,-21.124
-11.104,538.455,30.942
-4.8043,538.428,31.689
-8.296,538.467,33.77
-20.48,538.779,-23.51
-15.168,538.762,-25.789
-18.373,538.82,-26.928
27.781,538.566,4.2715
28.682,538.621,-2.038
30.421,538.636,1.265
22.885,538.501,21.761
25.882,538.566,24.286
20.298,538.518,28.584
24.734,538.583,28.339
21.063,538.453,16.945
-29.992,538.593,12.941
-26.71,538.543,17.899
-30.224,538.612,18.925
-32.296,538.645,16.136
-32.984,538.655,7.3124
-35.451,538.708,10.464
-33.835,538.679,13.805
26.272,538.54,17.291
26.475,538.556,21.021
7.5788,538.427,30.299
1.0993,538.414,31.501
4.623,538.446,33.256
-21.922,538.869,-27.257
-28.104,538.911,-24.569
-26.311,538.936,-27.604
18.627,538.821,-26.6
22.459,538.771,-21.727
22.192,538.872,-27.308
24.734,538.852,-24.157
1.4508,538.806,-30.799
-4.7531,538.816,-31.075
-1.5657,538.854,-32.983
32.08,538.808,-14.097
26.783,538.772,-17.918
29.452,538.849,-19.907
33.14,538.888,-17.59
29.041,538.58,11.725
31.943,538.634,9.3972
31.404,538.635,5.1683
-26.278,538.569,23.853
-28.3,538.596,21.574
-10.647,538.831,-30.63
-14.246,538.89,-32.278
-16.307,538.858,-29.636
-28.292,538.621,-3.3481
-29.502,538.696,-8.6878
-31.112,538.695,-5.514
32.673,538.754,-8.166
32.385,538.689,-1.5673
34.774,538.765,-4.9344
-31.807,538.654,1.4325
-32.251,538.698,-2.4801
29.679,538.603,19.489
32.432,538.639,13.5
32.638,538.663,17.499
8.4225,538.884,-33.606
2.0966,538.896,-34.817
5.7335,538.932,-36.219
20.069,538.898,-29.975
14.567,538.883,-31.702
18.018,538.937,-32.542
32.865,538.683,21.423
28.527,538.647,27.563
32.879,538.727,26.606
-12.012,538.507,34.905
-18.294,538.544,32.824
-15.567,538.562,36.01
36.048,538.903,-14.942
36.801,538.847,-8.23
39.181,538.942,-12.076
-11.424,538.926,-34.745
-4.6546,538.899,-34.997
-7.9948,538.956,-36.84
14.813,538.489,31.67
8.1642,538.47,34.191
12.535,538.513,35.105
-29.872,538.653,25.171
-31.594,538.722,29.086
-24.999,538.617,30.655
-29.087,538.698,31.632
-33.462,538.772,-8.2863
-33.975,538.864,-14.817
-35.703,538.861,-11.732
-5.3308,538.486,35.72
1.6846,538.472,35.393
-1.7683,538.505,37.911
-34.806,538.727,-0.34868
-36.87,538.742,6.7314
-37.883,538.786,3.247
-37.607,538.853,-7.8785
-38.504,538.827,-1.3965
-38.97,538.858,-4.6571
-17.562,538.957,-33.505
-19.584,539.066,-37.425
-11.607,539.022,-38.627
-16.432,539.139,-41.502
34.804,538.704,6.2947
35.77,538.719,15.095
39.731,538.813,7.9515
39.748,538.815,12.696
-38.165,538.953,-15.024
-34.401,538.975,-21.666
-38.71,539.075,-21.863
-40.498,539.066,-18.524
26.728,538.833,-21.391
26.745,538.941,-27.238
21.778,538.999,-33.446
25.819,539.076,-34.159
27.397,539.028,-31.007
33.21,538.945,-21.441
30.312,538.998,-27.254
33.283,539.018,-25.502
36.513,538.782,-1.6313
38.94,538.812,2.9072
-34.067,538.698,19.789
-34.044,538.744,26.334
-36.238,538.771,23.565
15.717,538.976,-35.393
9.6745,538.972,-37.206
13.417,539.024,-37.94
-37.929,538.766,13.612
-42.223,538.88,13.672
-40.711,538.839,6.3339
-43.815,538.926,9.4766
-40.434,538.844,17.351
-38.31,538.809,20.776
16.229,538.555,35.54
22.944,538.596,31.86
20.502,538.619,35.902
-5.26,538.55,39.992
-12.387,538.581,39.224
-9.2202,538.619,42.438
-21.836,539.023,-34.594
-24.204,538.977,-31.022
23.451,539.114,-37.162
17.15,539.08,-38.941
20.535,539.138,-39.93
9.5796,538.543,38.062
1.7554,538.532,39.666
6.3733,538.58,41.211
-42.542,539.057,-14.82
-41.563,538.953,-8.1522
-44.77,539.07,-11.069
2.6655,538.986,-38.586
-4.287,539.001,-39.047
-0.78988,539.052,-41.245
40.465,539.021,-15.922
37.486,539.059,-22.848
41.17,539.103,-20.134
18.224,538.638,39.336
11.036,538.623,42.225
15.763,538.679,42.983
41.282,538.954,-8.8446
41.571,538.898,-0.61465
43.683,538.983,-4.9363
36.07,538.775,24.518
40.034,538.836,16.937
40.157,538.861,21.296
-26.225,539.093,-34.941
-20.903,539.217,-42.735
-28.542,539.236,-39.048
-25.712,539.293,-43.05
-38.258,538.858,27.529
-33.196,538.806,33.201
-40.462,538.966,31.468
-37.704,538.939,34.556
-19.409,538.619,37.017
-26.11,538.685,34.869
-23.081,538.678,37.2
44.7,539.15,-16.971
46.062,539.082,-8.7825
48.703,539.223,-13.85
24.939,538.685,35.656
31.732,538.744,30.658
29.387,538.767,35.934
10.512,539.076,-40.939
3.3411,539.104,-42.913
7.5567,539.144,-44.048
29.579,539.14,-34.454
24.62,539.22,-40.767
29.14,539.313,-41.646
32.221,539.26,-37.571
18.045,539.185,-42.675
11.746,539.189,-44.982
15.627,539.247,-45.897
-36.634,539.092,-25.462
-30.643,539.027,-28.176
-34.916,539.115,-28.594
-4.1898,539.115,-43.266
-12.339,539.174,-44.064
-8.299,539.191,-45.654
-5.6578,538.641,44.629
2.8033,538.619,43.964
-0.87762,538.692,47.349
-42.605,538.922,21.128
-46.705,539.011,13.264
-47.198,539.064,21.605
-50.05,539.129,17.154
-42.868,538.999,28.422
-45.074,539.023,25.03
3.8613,539.213,-47.107
0.21535,539.279,-49.473
-4.5844,539.241,-48.002
-42.449,538.918,-0.9945
-45.056,538.962,5.3379
-45.989,539.006,1.2715
-43.138,539.192,-22.148
-39.3,539.225,-29.153
-43.675,539.339,-29.501
-45.552,539.324,-25.94
-47.472,539.198,-14.495
-47.661,539.316,-22.005
-48.801,539.29,-18.583
33.929,539.222,-34.208
34.333,539.117,-29.297
19.247,539.316,-47.05
22.973,539.394,-47.995
25.849,539.34,-44.874
-32.847,539.154,-32.128
-30.91,539.189,-35.475
-13.17,538.673,43.812
-19.961,538.687,40.811
-17.985,538.724,43.891
-46.602,539.05,-2.3867
-46.38,539.081,-7.2378
20.037,538.739,43.344
24.468,538.813,43.68
26.945,538.789,39.975
44.161,538.936,9.3494
46.319,539.025,-0.0469
48.271,539.063,3.6007
48.239,539.055,7.1005
12.433,539.329,-49.366
9.381,539.385,-52.141
4.9283,539.331,-50.884
-4.9784,538.765,50.026
-14.622,538.768,47.534
-10.883,538.839,51.693
-49.449,539.102,4.2781
-51.949,539.175,12.167
-53.087,539.214,6.8569
33.739,538.846,34.977
38.339,538.966,35.192
40.3,538.906,26.741
40.918,538.972,31.119
13.641,539.454,-53.253
20.424,539.461,-51.368
17.643,539.521,-54.258
44.351,538.959,18.805
48.123,539.068,16.413
48.334,539.056,12.68
-41.622,539.37,-33.169
-35.419,539.289,-36.087
-39.489,539.392,-36.544
-34.822,538.907,37.431
-27.219,538.764,38.555
-30.899,538.884,40.736
12.475,538.726,46.382
4.1943,538.737,49.015
9.8,538.787,49.918
-50.215,539.181,-5.2281
-54.269,539.292,-2.2779
-54.069,539.264,2.229
-54.042,539.322,-7.5634
-54.224,539.381,-11.867
-51.343,539.31,-14.265
22.008,538.864,47.327
19.492,538.918,51.114
14.886,538.857,50.747
5.5413,539.458,-54.908
14.379,539.593,-57.349
10.895,539.658,-60.062
6.6765,539.589,-58.75
27.585,539.494,-49
21.676,539.605,-55.338
28.718,539.641,-53.463
25.454,539.701,-56.728
33.804,539.395,-41.596
31.804,539.595,-50.105
34.62,539.56,-46.833
-42.279,539.082,35.644
-47.461,539.14,28.9
-49.956,539.282,32.936
-46.984,539.242,36.823
-44.009,539.209,40.175
-35.324,539.023,42.579
-40.605,539.187,43.778
-52.744,539.243,21.005
-52.162,539.308,29.545
-54.601,539.359,25.945
-48.278,539.474,-29.752
-50.673,539.625,-33.347
-43.942,539.519,-37.202
-48.461,539.659,-37.556
-51.557,539.439,-22.236
-52.822,539.61,-29.244
-54.298,539.576,-24.926
37.392,539.242,-32.202
41.059,539.375,-34.166
37.875,539.514,-42.563
41.449,539.503,-39.101
41.481,539.188,-24.604
41.398,539.273,-29.137
45.587,539.327,-26.147
49.638,539.315,-18.516
49.664,539.41,-23.873
-13.128,539.308,-48.752
-16.152,539.441,-52.265
-22.334,539.369,-47.423
-20.055,539.467,-51.614
-3.9587,539.367,-52.082
1.8152,539.525,-57.243
-2.4031,539.505,-56.461
22.458,539.761,-59.886
19.266,539.829,-62.817
15.193,539.726,-61.268
-7.5965,539.469,-54.89
-11.405,539.466,-54.162
23.923,538.992,51.449
28.916,538.909,43.957
30.953,539.042,47.999
28.401,539.089,51.777
-37.361,539.439,-40.166
-34.689,539.484,-44.147
-30.397,539.385,-43.585
36.019,539.712,-51.228
29.751,539.812,-57.962
37.665,539.894,-55.688
34.307,539.939,-59.252
49.725,539.503,-28.869
46.075,539.546,-35.654
49.194,539.567,-32.906
-56.929,539.35,10.472
-60.581,539.505,13.267
-57.707,539.433,20.943
-60.702,539.53,18.078
25.885,539.153,55.564
16.802,538.992,54.87
23.347,539.233,59.473
18.778,539.147,59.149
33.43,539.013,44.294
35.994,538.994,40.467
32.914,539.193,52.113
38.03,539.132,44.509
37.602,539.324,52.527
40.165,539.297,48.711
40.669,539.85,-52.219
43.772,539.823,-48.539
42.839,539.678,-44.295
23.143,539.93,-64.29
27.657,540.057,-65.86
31.043,539.993,-62.517
24.314,540.118,-68.923
15.508,539.895,-65.82
16.394,540.072,-70.324
20.643,540.194,-72.199
51.355,539.26,-9.6502
50.779,539.174,-1.2582
53.252,539.272,-4.3806
-58.07,539.414,0.15137
-58.513,539.504,-8.9761
-62.077,539.587,-1.9285
-62.342,539.627,-6.5468
6.0359,538.871,53.837
3.0953,538.976,57.492
-5.7782,538.895,54.747
-0.88344,538.962,57.147
-61.877,539.555,2.5784
-61.735,539.545,7.2075
-62.586,539.683,-11.167
-55.78,539.483,-16.218
-58.821,539.635,-18.591
-62.769,539.75,-16.242
-65.742,539.717,5.1277
-66.15,539.766,-4.1197
-70.114,539.936,-1.5747
-69.932,539.913,2.9394
-69.79,539.896,7.5685
-69.663,539.905,12.435
-65.989,539.74,14.862
-70.379,539.973,-6.193
-66.749,539.889,-13.872
-70.689,540.038,-11.039
27.825,539.328,59.801
35.05,539.38,56.305
32.567,539.442,60.099
42.729,539.28,44.884
45.377,539.275,40.895
43.173,539.123,36.609
-55.622,539.555,-21.043
-53.16,539.801,-37.364
-57.074,539.731,-28.285
-60.685,539.946,-32.011
-58.045,539.955,-36.984
32.214,540.181,-67.15
33.526,540.392,-71.863
25.158,540.323,-73.768
29.967,540.467,-75.319
6.9658,539.734,-62.742
8.0392,539.891,-67.162
12.089,539.972,-68.572
14.172,539.083,58.782
9.3631,539.028,58.407
20.717,539.326,63.386
30.029,539.529,64.009
22.701,539.532,67.77
27.391,539.631,68.076
-51.685,539.42,37.467
-57.253,539.509,29.94
-59.674,539.683,34.472
-56.126,539.589,37.68
-45.309,539.355,44.957
-52.986,539.561,41.78
-51.08,539.578,45.928
42.301,539.475,52.903
37.254,539.574,60.513
42.077,539.737,60.959
44.56,539.684,57.188
-38.823,539.587,-44.731
-46.056,539.681,-41.259
-43.752,539.721,-45.151
54.164,539.492,-20.53
58.488,539.618,-18.448
56.179,539.424,-9.5039
59.686,539.595,-13.173
38.958,540.075,-60.243
45.418,540,-52.999
47.147,540.196,-57.604
43.764,540.242,-61.443
3.4714,539.826,-65.635
-1.8108,539.634,-60.426
-0.75922,539.786,-64.634
-0.0204,539.957,-69.243
8.415,540.075,-71.737
4.9528,540.188,-74.831
0.76669,540.118,-73.317
-10.336,539.605,-58.726
-5.3093,539.756,-63.749
-8.895,539.735,-62.636
47.123,539.651,53.371
47.511,539.436,45.097
49.718,539.621,49.435
-27.341,538.865,43.462
-21.995,538.79,44.249
36.912,540.336,-68.52
40.407,540.284,-65.007
-31.859,539.543,-48.15
-34.105,539.725,-52.881
-41.081,539.766,-49.132
-38.384,539.826,-53.14
18.132,539.447,67.445
11.339,539.191,62.686
13.255,539.368,67.01
-48.314,539.864,-45.66
-53.191,540.02,-45.918
-55.583,539.991,-41.56
-62.601,539.825,-21.577
-62.342,539.905,-27.106
-74.161,540.117,0.86613
-74.653,540.202,-8.494
-78.433,540.356,-1.2224
-78.554,540.385,-6.0901
-70.877,540.106,-16.412
-71.142,540.179,-21.071
-66.638,540.047,-24.871
-78.251,540.331,3.2917
-73.853,540.105,10.247
-77.988,540.321,8.1692
48.287,539.09,21.026
45.226,539.063,27.764
47.778,539.108,24.345
-13.243,539.735,-61.798
-18.668,539.633,-57.268
-16.973,539.809,-62.978
-8.0833,539.888,-67.055
-3.7042,540.08,-72.229
-7.7189,540.042,-71
39.593,539.804,64.753
32.133,539.75,68.374
36.785,539.896,68.806
24.805,539.763,72.135
22.178,539.912,76.286
15.239,539.583,71.394
17.293,539.816,75.907
46.899,539.922,61.427
49.273,540.177,65.692
41.608,540.062,69.251
46.405,540.242,69.751
51.977,539.841,53.72
51.756,540.121,61.921
54.281,540.081,58.061
-78.864,540.443,-10.936
-75.268,540.337,-18.231
-79.177,540.505,-15.814
-82.259,540.55,6.0807
-82.643,540.592,-3.6645
-86.887,540.839,-1.1237
-86.694,540.819,3.8744
52.366,539.616,45.446
47.956,539.274,36.822
52.847,539.458,37.016
55.092,539.627,41.328
8.4463,539.316,66.635
3.548,539.284,66.217
2.1885,539.129,62.192
-29.655,539.623,-52.265
-25.493,539.549,-52.04
-77.861,540.326,13.036
-77.733,540.352,17.938
-69.891,539.947,17.756
-74.243,540.182,19.896
53.671,539.664,-30.508
58.123,539.8,-29.746
58.528,539.717,-24.51
-62.859,539.669,23.235
