wl val
190.000000 130852.997580
195.000000 106022.943000
200.000000 86769.918089
205.000000 95977.113163
210.000000 70837.489414
215.000000 28378.491590
220.000000 10753.031231
225.000000 4751.605335
230.000000 2425.859352
235.000000 1477.482482
240.000000 1444.205067
245.000000 1274.755866
250.000000 1129.926186
255.000000 1051.814625
260.000000 713.449403
265.000000 584.530330
270.000000 413.586690
275.000000 260.380796
280.000000 206.492587
285.000000 194.699683
290.000000 191.147647
295.000000 172.917943
300.000000 188.379826
305.000000 246.019859
310.000000 276.071952
315.000000 292.451648
320.000000 352.361463
325.000000 437.788102
330.000000 461.470894
335.000000 459.295859
340.000000 483.474389
345.000000 467.621243
350.000000 412.700342
355.000000 453.008776
360.000000 475.681178
365.000000 433.355724
370.000000 416.405776
375.000000 421.304643
380.000000 437.188856
385.000000 448.945441
390.000000 435.649783
395.000000 391.047701
400.000000 352.034623
405.000000 311.528090
410.000000 271.609571
415.000000 252.994858
420.000000 245.385455
425.000000 216.402437
430.000000 214.164966
435.000000 228.426901
440.000000 247.809127
445.000000 332.708393
450.000000 450.293013
455.000000 579.027643
460.000000 668.995596
465.000000 604.790908
470.000000 474.042701
475.000000 499.291966
480.000000 646.939064
485.000000 713.733475
490.000000 755.051034
495.000000 783.176123
500.000000 820.701773
505.000000 916.582125
510.000000 946.495739
515.000000 894.052924
520.000000 904.118291
525.000000 971.542306
530.000000 1043.038063
535.000000 1272.782837
540.000000 1550.481196
545.000000 1719.322817
550.000000 1853.449475
555.000000 1921.668381
560.000000 1828.343889
565.000000 1881.421611
570.000000 2147.203919
575.000000 2296.832042
580.000000 2474.592066
585.000000 2296.789819
590.000000 2198.687347
595.000000 2645.806567
600.000000 3077.691086
605.000000 3421.191600
610.000000 3493.484972
615.000000 3593.134737
620.000000 3843.588937
625.000000 4184.980849
630.000000 4552.468200
635.000000 4649.484221
640.000000 4428.062230
645.000000 4283.577828
650.000000 4698.372577
655.000000 4886.545062
660.000000 4930.113340
665.000000 5313.961429
670.000000 5599.485727
675.000000 5863.359956
680.000000 5814.282994
685.000000 5206.590808
690.000000 4809.379989
695.000000 5290.731786
700.000000 5940.863703
705.000000 5584.456055
710.000000 4333.911580
715.000000 3304.817609
720.000000 3038.542105
725.000000 3255.951201
730.000000 4033.504399
735.000000 5273.757577
740.000000 6615.127543
745.000000 7356.604501
750.000000 7843.529883
755.000000 10564.528737
760.000000 15321.317998
765.000000 17683.996605
770.000000 18556.006653
775.000000 19971.710659
780.000000 20803.739660
785.000000 20850.542950
790.000000 22225.040384
795.000000 22833.689030
800.000000 21762.494393
805.000000 21208.150582
810.000000 16444.747737
815.000000 10426.820209
820.000000 7935.024813
