wl val
190.000000 162101.474614
195.000000 124970.185849
200.000000 87970.855364
205.000000 87288.600977
210.000000 67252.839900
215.000000 26570.848495
220.000000 10239.708694
225.000000 4448.427047
230.000000 2142.854224
235.000000 1427.672530
240.000000 1508.975741
245.000000 1363.340149
250.000000 1037.673594
255.000000 990.407208
260.000000 889.203475
265.000000 702.524475
270.000000 508.796051
275.000000 332.275617
280.000000 226.022061
285.000000 177.488177
290.000000 184.995099
295.000000 197.919086
300.000000 202.860090
305.000000 247.141390
310.000000 275.791005
315.000000 368.780538
320.000000 455.123347
325.000000 487.173363
330.000000 479.514499
335.000000 463.805579
340.000000 465.017055
345.000000 406.219029
350.000000 394.894440
355.000000 461.040719
360.000000 471.671508
365.000000 494.080048
370.000000 511.249016
375.000000 450.382486
380.000000 406.970801
385.000000 362.927110
390.000000 318.097246
395.000000 299.620323
400.000000 348.115106
405.000000 331.437407
410.000000 276.914316
415.000000 291.168164
420.000000 292.661119
425.000000 265.004207
430.000000 267.516408
435.000000 293.155900
440.000000 327.957273
445.000000 363.857745
450.000000 477.361515
455.000000 576.964011
460.000000 650.977564
465.000000 706.422893
470.000000 608.845985
475.000000 538.763656
480.000000 548.470497
485.000000 690.825406
490.000000 815.924496
495.000000 841.759720
500.000000 856.315140
505.000000 799.211560
510.000000 805.815892
515.000000 847.086654
520.000000 925.565733
525.000000 1068.250965
530.000000 1124.502355
535.000000 1315.906036
540.000000 1452.391726
545.000000 1691.710474
550.000000 1905.568500
555.000000 1833.112872
560.000000 1898.749655
565.000000 1929.663143
570.000000 2309.977168
575.000000 2686.161313
580.000000 2712.951357
585.000000 2839.839776
590.000000 2748.077700
595.000000 2564.802752
600.000000 3026.081769
605.000000 3564.921575
610.000000 3699.151488
615.000000 3863.958194
620.000000 4277.571693
625.000000 4934.865808
630.000000 4862.470431
635.000000 4900.023890
640.000000 5270.440978
645.000000 4557.834309
650.000000 3997.194882
655.000000 4164.727470
660.000000 4238.901573
665.000000 4788.643225
670.000000 5049.077163
675.000000 5051.520187
680.000000 5618.569390
685.000000 5317.066893
690.000000 4661.239668
695.000000 5075.193704
700.000000 5122.610148
705.000000 4518.865751
710.000000 3834.493096
715.000000 3022.074496
720.000000 2560.057941
725.000000 2436.828862
730.000000 3384.818500
735.000000 4891.100721
740.000000 5503.245025
745.000000 6083.488765
750.000000 6539.662227
755.000000 8726.203345
760.000000 11458.176936
765.000000 13282.528060
770.000000 15905.460076
775.000000 17174.600932
780.000000 17775.353570
785.000000 19568.740602
790.000000 21258.675523
795.000000 21514.757699
800.000000 20529.206177
805.000000 18463.865028
810.000000 14415.578773
815.000000 10162.692009
820.000000 8218.743018
